PLSCT00000016654	PANTHER:PTHR10067,PANTHER:PTHR10067:SF2
PLSCT00000010266	PANTHER:PTHR33433,PANTHER:PTHR33433:SF6
PLSCT00000005543	PANTHER:PTHR21136,PANTHER:PTHR21136:SF73
PLSCT00000000235	PANTHER:PTHR10742,PANTHER:PTHR10742:SF285
PLSCT00000000980	PANTHER:PTHR31563,PANTHER:PTHR31563:SF2
PLSCT00000001328	PANTHER:PTHR33983,PANTHER:PTHR33983:SF1
PLSCT00000005048	PANTHER:PTHR28678
PLSCT00000000585	PANTHER:PTHR21649,PANTHER:PTHR21649:SF11
PLSCT00000014560	PANTHER:PTHR32133,PANTHER:PTHR32133:SF124
PLSCT00000001281	PANTHER:PTHR13794,PANTHER:PTHR13794:SF13
PLSCT00000018706	PANTHER:PTHR23389,PANTHER:PTHR23389:SF10
PLSCT00000010814	PANTHER:PTHR24089,PANTHER:PTHR24089:SF319
PLSCT00000016511	PANTHER:PTHR22939,PANTHER:PTHR22939:SF83
PLSCT00000009231	PANTHER:PTHR14025,PANTHER:PTHR14025:SF21
PLSCT00000004671	PANTHER:PTHR15336
PLSCT00000005496	PANTHER:PTHR14003,PANTHER:PTHR14003:SF1
PLSCT00000007707	PANTHER:PTHR14304,PANTHER:PTHR14304:SF11
PLSCT00000009847	PANTHER:PTHR11177
PLSCT00000002132	PANTHER:PTHR11938,PANTHER:PTHR11938:SF76
PLSCT00000020198	PANTHER:PTHR10578,PANTHER:PTHR10578:SF70
PLSCT00000003862	PANTHER:PTHR31140
PLSCT00000004478	PANTHER:PTHR24414,PANTHER:PTHR24414:SF33
PLSCT00000016330	PANTHER:PTHR36409,PANTHER:PTHR36409:SF1
PLSCT00000005388	PANTHER:PTHR11695,PANTHER:PTHR11695:SF485
PLSCT00000007759	PANTHER:PTHR24015,PANTHER:PTHR24015:SF319
PLSCT00000001277	PANTHER:PTHR13789,PANTHER:PTHR13789:SF234
PLSCT00000017365	PANTHER:PTHR10520,PANTHER:PTHR10520:SF36
PLSCT00000018191	PANTHER:PTHR10606,PANTHER:PTHR10606:SF44
PLSCT00000013230	PANTHER:PTHR15913,PANTHER:PTHR15913:SF0
PLSCT00000020372	PANTHER:PTHR31867,PANTHER:PTHR31867:SF30
PLSCT00000012257	PANTHER:PTHR10540,PANTHER:PTHR10540:SF7
PLSCT00000016637	PANTHER:PTHR19241,PANTHER:PTHR19241:SF307
PLSCT00000002243	PANTHER:PTHR12765,PANTHER:PTHR12765:SF5
PLSCT00000010101	PANTHER:PTHR24067,PANTHER:PTHR24067:SF41
PLSCT00000006594	PANTHER:PTHR12526,PANTHER:PTHR12526:SF304
PLSCT00000001029	PANTHER:PTHR10357,PANTHER:PTHR10357:SF118
PLSCT00000013471	PANTHER:PTHR12649,PANTHER:PTHR12649:SF11
PLSCT00000015108	PANTHER:PTHR22844,PANTHER:PTHR22844:SF163
PLSCT00000021113	PANTHER:PTHR10353
PLSCT00000007961	PANTHER:PTHR31832,PANTHER:PTHR31832:SF4
PLSCT00000007185	PANTHER:PTHR12126,PANTHER:PTHR12126:SF5
PLSCT00000014434	PANTHER:PTHR12341,PANTHER:PTHR12341:SF30
PLSCT00000000858	PANTHER:PTHR11076,PANTHER:PTHR11076:SF12
PLSCT00000021307	PANTHER:PTHR10742,PANTHER:PTHR10742:SF238
PLSCT00000002351	PANTHER:PTHR10353
PLSCT00000007234	PANTHER:PTHR22953,PANTHER:PTHR22953:SF15
PLSCT00000009240	PANTHER:PTHR11271,PANTHER:PTHR11271:SF33
PLSCT00000002662	PANTHER:PTHR12609,PANTHER:PTHR12609:SF0
PLSCT00000019981	PANTHER:PTHR18966,PANTHER:PTHR18966:SF241
PLSCT00000005995	PANTHER:PTHR36787
PLSCT00000010644	PANTHER:PTHR13251
PLSCT00000001992	PANTHER:PTHR24128,PANTHER:PTHR24128:SF13
PLSCT00000020973	PANTHER:PTHR24089,PANTHER:PTHR24089:SF388
PLSCT00000009061	PANTHER:PTHR13126
PLSCT00000007689	PANTHER:PTHR10799,PANTHER:PTHR10799:SF779
PLSCT00000021349	PANTHER:PTHR35892,PANTHER:PTHR35892:SF1
PLSCT00000006271	PANTHER:PTHR22762,PANTHER:PTHR22762:SF7
PLSCT00000014219	PANTHER:PTHR10621,PANTHER:PTHR10621:SF9
PLSCT00000003138	PANTHER:PTHR10795,PANTHER:PTHR10795:SF328
PLSCT00000002557	PANTHER:PTHR27000
PLSCT00000002347	PANTHER:PTHR10353
PLSCT00000016771	PANTHER:PTHR12226,PANTHER:PTHR12226:SF2
PLSCT00000012323	PANTHER:PTHR21148,PANTHER:PTHR21148:SF1
PLSCT00000001028	PANTHER:PTHR37713,PANTHER:PTHR37713:SF1
PLSCT00000002447	PANTHER:PTHR10338,PANTHER:PTHR10338:SF114
PLSCT00000011604	PANTHER:PTHR21072
PLSCT00000001007	PANTHER:PTHR18929,PANTHER:PTHR18929:SF106
PLSCT00000013928	PANTHER:PTHR10657,PANTHER:PTHR10657:SF4
PLSCT00000014689	PANTHER:PTHR15555,PANTHER:PTHR15555:SF0
PLSCT00000019868	PANTHER:PTHR10943
PLSCT00000009229	PANTHER:PTHR15160,PANTHER:PTHR15160:SF3
PLSCT00000013293	PANTHER:PTHR26402,PANTHER:PTHR26402:SF574
PLSCT00000001103	PANTHER:PTHR31235
PLSCT00000004722	PANTHER:PTHR14580,PANTHER:PTHR14580:SF0
PLSCT00000010847	PANTHER:PTHR10288,PANTHER:PTHR10288:SF5
PLSCT00000016987	PANTHER:PTHR24298,PANTHER:PTHR24298:SF50
PLSCT00000006018	PANTHER:PTHR36017,PANTHER:PTHR36017:SF1
PLSCT00000002178	PANTHER:PTHR24015
PLSCT00000009574	PANTHER:PTHR13561,PANTHER:PTHR13561:SF29
PLSCT00000020530	PANTHER:PTHR27001,PANTHER:PTHR27001:SF70
PLSCT00000018769	PANTHER:PTHR24073,PANTHER:PTHR24073:SF541
PLSCT00000017931	PANTHER:PTHR33427,PANTHER:PTHR33427:SF2
PLSCT00000001741	PANTHER:PTHR27005
PLSCT00000001238	PANTHER:PTHR12863
PLSCT00000004749	PANTHER:PTHR12378,PANTHER:PTHR12378:SF13
PLSCT00000010378	PANTHER:PTHR31947,PANTHER:PTHR31947:SF3
PLSCT00000019634	PANTHER:PTHR23290
PLSCT00000004664	PANTHER:PTHR11062,PANTHER:PTHR11062:SF56
PLSCT00000015544	PANTHER:PTHR13683,PANTHER:PTHR13683:SF308
PLSCT00000006122	PANTHER:PTHR33607
PLSCT00000003132	PANTHER:PTHR31431,PANTHER:PTHR31431:SF1
PLSCT00000019397	PANTHER:PTHR24222,PANTHER:PTHR24222:SF21
PLSCT00000001497	PANTHER:PTHR10527,PANTHER:PTHR10527:SF3
PLSCT00000011237	PANTHER:PTHR11002,PANTHER:PTHR11002:SF7
PLSCT00000017936	PANTHER:PTHR10663,PANTHER:PTHR10663:SF189
PLSCT00000020587	PANTHER:PTHR10381,PANTHER:PTHR10381:SF24
PLSCT00000016973	PANTHER:PTHR14159
PLSCT00000013402	PANTHER:PTHR21266,PANTHER:PTHR21266:SF29
PLSCT00000017911	PANTHER:PTHR10562,PANTHER:PTHR10562:SF15
PLSCT00000014326	PANTHER:PTHR14326,PANTHER:PTHR14326:SF17
PLSCT00000017804	PANTHER:PTHR19376,PANTHER:PTHR19376:SF40
PLSCT00000014096	PANTHER:PTHR13381
PLSCT00000004545	PANTHER:PTHR31062,PANTHER:PTHR31062:SF15
PLSCT00000013183	PANTHER:PTHR32133,PANTHER:PTHR32133:SF124
PLSCT00000011204	PANTHER:PTHR22811,PANTHER:PTHR22811:SF50
PLSCT00000006677	PANTHER:PTHR24015
PLSCT00000001060	PANTHER:PTHR22814,PANTHER:PTHR22814:SF73
PLSCT00000007229	PANTHER:PTHR30265,PANTHER:PTHR30265:SF2
PLSCT00000016857	PANTHER:PTHR11069,PANTHER:PTHR11069:SF8
PLSCT00000008100	PANTHER:PTHR17605
PLSCT00000011459	PANTHER:PTHR23041,PANTHER:PTHR23041:SF65
PLSCT00000002934	PANTHER:PTHR10050,PANTHER:PTHR10050:SF33
PLSCT00000016487	PANTHER:PTHR11668,PANTHER:PTHR11668:SF289
PLSCT00000004628	PANTHER:PTHR11772,PANTHER:PTHR11772:SF3
PLSCT00000017086	PANTHER:PTHR32295,PANTHER:PTHR32295:SF0
PLSCT00000014947	PANTHER:PTHR14194,PANTHER:PTHR14194:SF81
PLSCT00000003597	PANTHER:PTHR34375,PANTHER:PTHR34375:SF2
PLSCT00000019935	PANTHER:PTHR11066,PANTHER:PTHR11066:SF34
PLSCT00000017858	PANTHER:PTHR23416,PANTHER:PTHR23416:SF2
PLSCT00000011650	PANTHER:PTHR12461,PANTHER:PTHR12461:SF38
PLSCT00000012560	PANTHER:PTHR24078,PANTHER:PTHR24078:SF181
PLSCT00000006878	PANTHER:PTHR23257,PANTHER:PTHR23257:SF454
PLSCT00000021002	PANTHER:PTHR12655,PANTHER:PTHR12655:SF3
PLSCT00000013170	PANTHER:PTHR19241,PANTHER:PTHR19241:SF290
PLSCT00000003203	PANTHER:PTHR36898
PLSCT00000012960	PANTHER:PTHR11048,PANTHER:PTHR11048:SF24
PLSCT00000004792	PANTHER:PTHR15184,PANTHER:PTHR15184:SF53
PLSCT00000014149	PANTHER:PTHR23056,PANTHER:PTHR23056:SF4
PLSCT00000003241	PANTHER:PTHR23077,PANTHER:PTHR23077:SF12
PLSCT00000014787	PANTHER:PTHR30314,PANTHER:PTHR30314:SF13
PLSCT00000009884	PANTHER:PTHR18934
PLSCT00000011985	PANTHER:PTHR33835,PANTHER:PTHR33835:SF2
PLSCT00000007312	PANTHER:PTHR13734,PANTHER:PTHR13734:SF5
PLSCT00000001956	PANTHER:PTHR23083,PANTHER:PTHR23083:SF397
PLSCT00000009640	PANTHER:PTHR31285
PLSCT00000005958	PANTHER:PTHR10529,PANTHER:PTHR10529:SF240
PLSCT00000012715	PANTHER:PTHR37769
PLSCT00000005187	PANTHER:PTHR10027,PANTHER:PTHR10027:SF10
PLSCT00000015209	PANTHER:PTHR11390,PANTHER:PTHR11390:SF20
PLSCT00000004698	PANTHER:PTHR11731,PANTHER:PTHR11731:SF117
PLSCT00000009458	PANTHER:PTHR13266
PLSCT00000015283	PANTHER:PTHR11480
PLSCT00000011616	PANTHER:PTHR10108,PANTHER:PTHR10108:SF871
PLSCT00000003843	PANTHER:PTHR27003,PANTHER:PTHR27003:SF77
PLSCT00000002783	PANTHER:PTHR11364,PANTHER:PTHR11364:SF13
PLSCT00000012040	PANTHER:PTHR31029,PANTHER:PTHR31029:SF3
PLSCT00000018129	PANTHER:PTHR10098,PANTHER:PTHR10098:SF111
PLSCT00000015043	PANTHER:PTHR11689,PANTHER:PTHR11689:SF94
PLSCT00000015870	PANTHER:PTHR13743,PANTHER:PTHR13743:SF57
PLSCT00000014442	PANTHER:PTHR24093,PANTHER:PTHR24093:SF353
PLSCT00000021154	PANTHER:PTHR32282,PANTHER:PTHR32282:SF0
PLSCT00000004953	PANTHER:PTHR11315
PLSCT00000012411	PANTHER:PTHR10794,PANTHER:PTHR10794:SF52
PLSCT00000010243	PANTHER:PTHR14107
PLSCT00000014397	PANTHER:PTHR11430,PANTHER:PTHR11430:SF32
PLSCT00000011821	PANTHER:PTHR11588,PANTHER:PTHR11588:SF122
PLSCT00000007542	PANTHER:PTHR19959,PANTHER:PTHR19959:SF171
PLSCT00000004537	PANTHER:PTHR15020,PANTHER:PTHR15020:SF11
PLSCT00000003427	PANTHER:PTHR14255,PANTHER:PTHR14255:SF4
PLSCT00000009133	PANTHER:PTHR12613,PANTHER:PTHR12613:SF0
PLSCT00000003833	PANTHER:PTHR24093,PANTHER:PTHR24093:SF300
PLSCT00000014140	PANTHER:PTHR10209,PANTHER:PTHR10209:SF155
PLSCT00000008766	PANTHER:PTHR11588,PANTHER:PTHR11588:SF72
PLSCT00000016588	PANTHER:PTHR18867,PANTHER:PTHR18867:SF12
PLSCT00000017815	PANTHER:PTHR11426
PLSCT00000018138	PANTHER:PTHR22884,PANTHER:PTHR22884:SF359
PLSCT00000012093	PANTHER:PTHR10438,PANTHER:PTHR10438:SF276
PLSCT00000011611	PANTHER:PTHR10037
PLSCT00000018167	PANTHER:PTHR32444,PANTHER:PTHR32444:SF13
PLSCT00000000231	PANTHER:PTHR11266,PANTHER:PTHR11266:SF15
PLSCT00000006983	PANTHER:PTHR18806,PANTHER:PTHR18806:SF4
PLSCT00000021017	PANTHER:PTHR11649,PANTHER:PTHR11649:SF63
PLSCT00000002515	PANTHER:PTHR31803,PANTHER:PTHR31803:SF2
PLSCT00000013073	PANTHER:PTHR11778,PANTHER:PTHR11778:SF0
PLSCT00000016830	PANTHER:PTHR10366,PANTHER:PTHR10366:SF323
PLSCT00000003701	PANTHER:PTHR11017,PANTHER:PTHR11017:SF169
PLSCT00000016901	PANTHER:PTHR31889,PANTHER:PTHR31889:SF2
PLSCT00000010401	PANTHER:PTHR31636,PANTHER:PTHR31636:SF14
PLSCT00000005262	PANTHER:PTHR11076,PANTHER:PTHR11076:SF38
PLSCT00000002571	PANTHER:PTHR11315
PLSCT00000005737	PANTHER:PTHR12947
PLSCT00000017559	PANTHER:PTHR21497,PANTHER:PTHR21497:SF24
PLSCT00000019783	PANTHER:PTHR12272
PLSCT00000003474	PANTHER:PTHR34214,PANTHER:PTHR34214:SF3
PLSCT00000002088	PANTHER:PTHR11581
PLSCT00000010964	PANTHER:PTHR31126,PANTHER:PTHR31126:SF8
PLSCT00000014667	PANTHER:PTHR24006
PLSCT00000003869	PANTHER:PTHR21419,PANTHER:PTHR21419:SF23
PLSCT00000013363	PANTHER:PTHR11986,PANTHER:PTHR11986:SF58
PLSCT00000020105	PANTHER:PTHR21426,PANTHER:PTHR21426:SF12
PLSCT00000001830	PANTHER:PTHR33886,PANTHER:PTHR33886:SF3
PLSCT00000018578	PANTHER:PTHR13356
PLSCT00000017479	PANTHER:PTHR11695,PANTHER:PTHR11695:SF579
PLSCT00000020272	PANTHER:PTHR33604,PANTHER:PTHR33604:SF2
PLSCT00000020254	PANTHER:PTHR23257,PANTHER:PTHR23257:SF347
PLSCT00000003695	PANTHER:PTHR34671
PLSCT00000007373	PANTHER:PTHR14911,PANTHER:PTHR14911:SF13
PLSCT00000018355	PANTHER:PTHR36404,PANTHER:PTHR36404:SF1
PLSCT00000003781	PANTHER:PTHR33563,PANTHER:PTHR33563:SF1
PLSCT00000002980	PANTHER:PTHR24221,PANTHER:PTHR24221:SF141
PLSCT00000000517	PANTHER:PTHR22572,PANTHER:PTHR22572:SF119
PLSCT00000003565	PANTHER:PTHR11685,PANTHER:PTHR11685:SF132
PLSCT00000006301	PANTHER:PTHR12341,PANTHER:PTHR12341:SF30
PLSCT00000014489	PANTHER:PTHR13261
PLSCT00000009766	PANTHER:PTHR11817,PANTHER:PTHR11817:SF4
PLSCT00000019341	PANTHER:PTHR11540,PANTHER:PTHR11540:SF14
PLSCT00000020098	PANTHER:PTHR36392,PANTHER:PTHR36392:SF1
PLSCT00000001332	PANTHER:PTHR35130,PANTHER:PTHR35130:SF1
PLSCT00000018005	PANTHER:PTHR11085,PANTHER:PTHR11085:SF20
PLSCT00000018432	PANTHER:PTHR11106
PLSCT00000015641	PANTHER:PTHR24314,PANTHER:PTHR24314:SF10
PLSCT00000017850	PANTHER:PTHR31899,PANTHER:PTHR31899:SF1
PLSCT00000007760	PANTHER:PTHR12737,PANTHER:PTHR12737:SF9
PLSCT00000014525	PANTHER:PTHR31846,PANTHER:PTHR31846:SF8
PLSCT00000021096	PANTHER:PTHR19353,PANTHER:PTHR19353:SF14
PLSCT00000002065	PANTHER:PTHR11732,PANTHER:PTHR11732:SF271
PLSCT00000004009	PANTHER:PTHR16023,PANTHER:PTHR16023:SF0
PLSCT00000006801	PANTHER:PTHR11239,PANTHER:PTHR11239:SF12
PLSCT00000012785	PANTHER:PTHR13486,PANTHER:PTHR13486:SF2
PLSCT00000012677	PANTHER:PTHR23054,PANTHER:PTHR23054:SF10
PLSCT00000002862	PANTHER:PTHR11908,PANTHER:PTHR11908:SF98
PLSCT00000001594	PANTHER:PTHR11662,PANTHER:PTHR11662:SF243
PLSCT00000003630	PANTHER:PTHR12992,PANTHER:PTHR12992:SF7
PLSCT00000008764	PANTHER:PTHR10774,PANTHER:PTHR10774:SF90
PLSCT00000017878	PANTHER:PTHR10286,PANTHER:PTHR10286:SF13
PLSCT00000015965	PANTHER:PTHR10272
PLSCT00000009670	PANTHER:PTHR12917,PANTHER:PTHR12917:SF20
PLSCT00000010836	PANTHER:PTHR10209,PANTHER:PTHR10209:SF146
PLSCT00000008081	PANTHER:PTHR23120,PANTHER:PTHR23120:SF20
PLSCT00000010641	PANTHER:PTHR31235
PLSCT00000015995	PANTHER:PTHR33739,PANTHER:PTHR33739:SF3
PLSCT00000006574	PANTHER:PTHR31707,PANTHER:PTHR31707:SF33
PLSCT00000006582	PANTHER:PTHR36839,PANTHER:PTHR36839:SF1
PLSCT00000010742	PANTHER:PTHR13020,PANTHER:PTHR13020:SF34
PLSCT00000002458	PANTHER:PTHR31321,PANTHER:PTHR31321:SF12
PLSCT00000010027	PANTHER:PTHR36116,PANTHER:PTHR36116:SF1
PLSCT00000016292	PANTHER:PTHR14136
PLSCT00000003234	PANTHER:PTHR10159,PANTHER:PTHR10159:SF293
PLSCT00000016829	PANTHER:PTHR11599,PANTHER:PTHR11599:SF59
PLSCT00000001803	PANTHER:PTHR22937,PANTHER:PTHR22937:SF6
PLSCT00000016147	PANTHER:PTHR13634,PANTHER:PTHR13634:SF0
PLSCT00000006501	PANTHER:PTHR27000
PLSCT00000021351	PANTHER:PTHR11203,PANTHER:PTHR11203:SF11
PLSCT00000013093	PANTHER:PTHR22762,PANTHER:PTHR22762:SF82
PLSCT00000013915	PANTHER:PTHR31358
PLSCT00000015450	PANTHER:PTHR10484
PLSCT00000003006	PANTHER:PTHR31388
PLSCT00000002751	PANTHER:PTHR36079,PANTHER:PTHR36079:SF1
PLSCT00000007566	PANTHER:PTHR23120,PANTHER:PTHR23120:SF20
PLSCT00000018984	PANTHER:PTHR24326,PANTHER:PTHR24326:SF156
PLSCT00000009527	PANTHER:PTHR31568,PANTHER:PTHR31568:SF3
PLSCT00000006590	PANTHER:PTHR12770,PANTHER:PTHR12770:SF24
PLSCT00000015852	PANTHER:PTHR23405
PLSCT00000021208	PANTHER:PTHR12741,PANTHER:PTHR12741:SF14
PLSCT00000015299	PANTHER:PTHR24223,PANTHER:PTHR24223:SF238
PLSCT00000017097	PANTHER:PTHR33566,PANTHER:PTHR33566:SF1
PLSCT00000021169	PANTHER:PTHR13780,PANTHER:PTHR13780:SF48
PLSCT00000018869	PANTHER:PTHR21531
PLSCT00000015992	PANTHER:PTHR10887,PANTHER:PTHR10887:SF369
PLSCT00000012756	PANTHER:PTHR22814,PANTHER:PTHR22814:SF105
PLSCT00000016060	PANTHER:PTHR10102
PLSCT00000002919	PANTHER:PTHR23002,PANTHER:PTHR23002:SF65
PLSCT00000017003	PANTHER:PTHR11216,PANTHER:PTHR11216:SF61
PLSCT00000010186	PANTHER:PTHR11093
PLSCT00000000956	PANTHER:PTHR10288,PANTHER:PTHR10288:SF130
PLSCT00000008820	PANTHER:PTHR30372,PANTHER:PTHR30372:SF0
PLSCT00000013055	PANTHER:PTHR12864
PLSCT00000007156	PANTHER:PTHR10836,PANTHER:PTHR10836:SF41
PLSCT00000018631	PANTHER:PTHR19876,PANTHER:PTHR19876:SF6
PLSCT00000011828	PANTHER:PTHR15825
PLSCT00000020935	PANTHER:PTHR23257,PANTHER:PTHR23257:SF545
PLSCT00000000540	PANTHER:PTHR35738,PANTHER:PTHR35738:SF1
PLSCT00000019606	PANTHER:PTHR13363,PANTHER:PTHR13363:SF1
PLSCT00000015941	PANTHER:PTHR11361,PANTHER:PTHR11361:SF82
PLSCT00000004868	PANTHER:PTHR19876,PANTHER:PTHR19876:SF7
PLSCT00000003629	PANTHER:PTHR16557,PANTHER:PTHR16557:SF4
PLSCT00000020774	PANTHER:PTHR27001,PANTHER:PTHR27001:SF100
PLSCT00000014943	PANTHER:PTHR23421,PANTHER:PTHR23421:SF69
PLSCT00000009464	PANTHER:PTHR32419,PANTHER:PTHR32419:SF21
PLSCT00000001002	PANTHER:PTHR10996,PANTHER:PTHR10996:SF123
PLSCT00000011444	PANTHER:PTHR13994
PLSCT00000021090	PANTHER:PTHR11449
PLSCT00000014113	PANTHER:PTHR12581
PLSCT00000017914	PANTHER:PTHR23413
PLSCT00000012783	PANTHER:PTHR11827,PANTHER:PTHR11827:SF62
PLSCT00000017913	PANTHER:PTHR11695,PANTHER:PTHR11695:SF395
PLSCT00000001540	PANTHER:PTHR10013
PLSCT00000007475	PANTHER:PTHR10201,PANTHER:PTHR10201:SF140
PLSCT00000013958	PANTHER:PTHR28112,PANTHER:PTHR28112:SF1
PLSCT00000002890	PANTHER:PTHR10795,PANTHER:PTHR10795:SF335
PLSCT00000000911	PANTHER:PTHR28570,PANTHER:PTHR28570:SF3
PLSCT00000007822	PANTHER:PTHR28039,PANTHER:PTHR28039:SF4
PLSCT00000001349	PANTHER:PTHR11670,PANTHER:PTHR11670:SF1
PLSCT00000016712	PANTHER:PTHR22594,PANTHER:PTHR22594:SF35
PLSCT00000007757	PANTHER:PTHR20854,PANTHER:PTHR20854:SF38
PLSCT00000008274	PANTHER:PTHR31683,PANTHER:PTHR31683:SF3
PLSCT00000011088	PANTHER:PTHR13285,PANTHER:PTHR13285:SF18
PLSCT00000010217	PANTHER:PTHR22573,PANTHER:PTHR22573:SF15
PLSCT00000007588	PANTHER:PTHR23069,PANTHER:PTHR23069:SF3
PLSCT00000015907	PANTHER:PTHR24056,PANTHER:PTHR24056:SF107
PLSCT00000015282	PANTHER:PTHR10410,PANTHER:PTHR10410:SF5
PLSCT00000012553	PANTHER:PTHR11999,PANTHER:PTHR11999:SF70
PLSCT00000004375	PANTHER:PTHR31140,PANTHER:PTHR31140:SF6
PLSCT00000007275	PANTHER:PTHR10891,PANTHER:PTHR10891:SF605
PLSCT00000021355	PANTHER:PTHR11099,PANTHER:PTHR11099:SF1
PLSCT00000019474	PANTHER:PTHR31240
PLSCT00000008356	PANTHER:PTHR23500,PANTHER:PTHR23500:SF118
PLSCT00000004500	PANTHER:PTHR24012,PANTHER:PTHR24012:SF415
PLSCT00000015012	PANTHER:PTHR20858,PANTHER:PTHR20858:SF18
PLSCT00000021378	PANTHER:PTHR18866,PANTHER:PTHR18866:SF106
PLSCT00000021176	PANTHER:PTHR12315,PANTHER:PTHR12315:SF0
PLSCT00000003932	PANTHER:PTHR10663,PANTHER:PTHR10663:SF189
PLSCT00000014443	PANTHER:PTHR31053,PANTHER:PTHR31053:SF2
PLSCT00000014386	PANTHER:PTHR24015
PLSCT00000010565	PANTHER:PTHR34201,PANTHER:PTHR34201:SF1
PLSCT00000017473	PANTHER:PTHR16219,PANTHER:PTHR16219:SF1
PLSCT00000001698	PANTHER:PTHR24221,PANTHER:PTHR24221:SF127
PLSCT00000009368	PANTHER:PTHR19241,PANTHER:PTHR19241:SF307
PLSCT00000019065	PANTHER:PTHR11266,PANTHER:PTHR11266:SF40
PLSCT00000011906	PANTHER:PTHR23354,PANTHER:PTHR23354:SF67
PLSCT00000008675	PANTHER:PTHR18901,PANTHER:PTHR18901:SF29
PLSCT00000008887	PANTHER:PTHR11361,PANTHER:PTHR11361:SF20
PLSCT00000014019	PANTHER:PTHR11730,PANTHER:PTHR11730:SF38
PLSCT00000009485	PANTHER:PTHR22999,PANTHER:PTHR22999:SF23
PLSCT00000006472	PANTHER:PTHR11075,PANTHER:PTHR11075:SF9
PLSCT00000010595	PANTHER:PTHR24349,PANTHER:PTHR24349:SF95
PLSCT00000010882	PANTHER:PTHR31803,PANTHER:PTHR31803:SF10
PLSCT00000004981	PANTHER:PTHR23180,PANTHER:PTHR23180:SF284
PLSCT00000010600	PANTHER:PTHR11153,PANTHER:PTHR11153:SF14
PLSCT00000005135	PANTHER:PTHR10705
PLSCT00000010073	PANTHER:PTHR33979,PANTHER:PTHR33979:SF2
PLSCT00000016403	PANTHER:PTHR13923,PANTHER:PTHR13923:SF11
PLSCT00000019509	PANTHER:PTHR19375,PANTHER:PTHR19375:SF232
PLSCT00000002253	PANTHER:PTHR11850,PANTHER:PTHR11850:SF102
PLSCT00000007402	PANTHER:PTHR23336,PANTHER:PTHR23336:SF10
PLSCT00000005433	PANTHER:PTHR13980,PANTHER:PTHR13980:SF15
PLSCT00000003105	PANTHER:PTHR13718
PLSCT00000013873	PANTHER:PTHR11952,PANTHER:PTHR11952:SF13
PLSCT00000011814	PANTHER:PTHR31755,PANTHER:PTHR31755:SF1
PLSCT00000018015	PANTHER:PTHR13533,PANTHER:PTHR13533:SF11
PLSCT00000010624	PANTHER:PTHR13743,PANTHER:PTHR13743:SF84
PLSCT00000009678	PANTHER:PTHR11226,PANTHER:PTHR11226:SF0
PLSCT00000010298	PANTHER:PTHR10996,PANTHER:PTHR10996:SF159
PLSCT00000003714	PANTHER:PTHR21320,PANTHER:PTHR21320:SF0
PLSCT00000002601	PANTHER:PTHR13097,PANTHER:PTHR13097:SF7
PLSCT00000006305	PANTHER:PTHR11680,PANTHER:PTHR11680:SF10
PLSCT00000017409	PANTHER:PTHR11722
PLSCT00000006772	PANTHER:PTHR23074
PLSCT00000000321	PANTHER:PTHR23417,PANTHER:PTHR23417:SF2
PLSCT00000019260	PANTHER:PTHR13948,PANTHER:PTHR13948:SF3
PLSCT00000008813	PANTHER:PTHR12981,PANTHER:PTHR12981:SF0
PLSCT00000010462	PANTHER:PTHR32227
PLSCT00000010015	PANTHER:PTHR24298,PANTHER:PTHR24298:SF56
PLSCT00000010013	PANTHER:PTHR33880,PANTHER:PTHR33880:SF3
PLSCT00000016366	PANTHER:PTHR11875,PANTHER:PTHR11875:SF73
PLSCT00000000790	PANTHER:PTHR11649,PANTHER:PTHR11649:SF63
PLSCT00000016381	PANTHER:PTHR24343,PANTHER:PTHR24343:SF183
PLSCT00000014535	PANTHER:PTHR18866,PANTHER:PTHR18866:SF106
PLSCT00000012881	PANTHER:PTHR23382,PANTHER:PTHR23382:SF0
PLSCT00000018562	PANTHER:PTHR12169,PANTHER:PTHR12169:SF5
PLSCT00000021141	PANTHER:PTHR12121,PANTHER:PTHR12121:SF34
PLSCT00000012851	PANTHER:PTHR14212
PLSCT00000019692	PANTHER:PTHR31515,PANTHER:PTHR31515:SF2
PLSCT00000019702	PANTHER:PTHR18860
PLSCT00000015482	PANTHER:PTHR23077,PANTHER:PTHR23077:SF27
PLSCT00000010058	PANTHER:PTHR33591,PANTHER:PTHR33591:SF2
PLSCT00000017188	PANTHER:PTHR23089,PANTHER:PTHR23089:SF7
PLSCT00000021156	PANTHER:PTHR32282,PANTHER:PTHR32282:SF0
PLSCT00000017547	PANTHER:PTHR13343,PANTHER:PTHR13343:SF16
PLSCT00000005475	PANTHER:PTHR13007,PANTHER:PTHR13007:SF19
PLSCT00000014707	PANTHER:PTHR11735,PANTHER:PTHR11735:SF14
PLSCT00000013377	PANTHER:PTHR11864,PANTHER:PTHR11864:SF0
PLSCT00000010978	PANTHER:PTHR35512
PLSCT00000014617	PANTHER:PTHR21493
PLSCT00000011775	PANTHER:PTHR24012,PANTHER:PTHR24012:SF487
PLSCT00000015416	PANTHER:PTHR10285,PANTHER:PTHR10285:SF77
PLSCT00000005247	PANTHER:PTHR11753
PLSCT00000017271	PANTHER:PTHR24095,PANTHER:PTHR24095:SF153
PLSCT00000001347	PANTHER:PTHR31636,PANTHER:PTHR31636:SF9
PLSCT00000012594	PANTHER:PTHR23115,PANTHER:PTHR23115:SF189
