PLSCT00000007050	CDD:cd04254
PLSCT00000016442	CDD:cd01713
PLSCT00000014317	CDD:cd04301
PLSCT00000004556	CDD:cd00075,CDD:cd00156
PLSCT00000020699	CDD:cd00009
PLSCT00000014698	CDD:cd13999
PLSCT00000012425	CDD:cd00162
PLSCT00000006213	CDD:cd05833
PLSCT00000012903	CDD:cd00162
PLSCT00000014365	CDD:cd00079
PLSCT00000007449	CDD:cd06174
PLSCT00000012987	CDD:cd00788
PLSCT00000018034	CDD:cd00079
PLSCT00000010996	CDD:cd02440
PLSCT00000019855	CDD:cd00012
PLSCT00000016009	CDD:cd05535,CDD:cd05779
PLSCT00000016757	CDD:cd00043
PLSCT00000006992	CDD:cd00162,CDD:cd02123
PLSCT00000008888	CDD:cd06174
PLSCT00000016945	CDD:cd00051,CDD:cd05117
PLSCT00000004376	CDD:cd11660
PLSCT00000015232	CDD:cd10450
PLSCT00000007853	CDD:cd04902,CDD:cd12173
PLSCT00000007011	CDD:cd00047
PLSCT00000015406	CDD:cd12372
PLSCT00000019995	CDD:cd00018
PLSCT00000001467	CDD:cd05373
PLSCT00000004956	CDD:cd00020
PLSCT00000005712	CDD:cd00086
PLSCT00000009071	CDD:cd07976
PLSCT00000005710	CDD:cd06558
PLSCT00000006214	CDD:cd01769
PLSCT00000006987	CDD:cd00204
PLSCT00000013460	CDD:cd00118
PLSCT00000009969	CDD:cd06257
PLSCT00000011777	CDD:cd02958,CDD:cd14273
PLSCT00000003050	CDD:cd06171
PLSCT00000019515	CDD:cd00079
PLSCT00000001874	CDD:cd01134
PLSCT00000010655	CDD:cd14016
PLSCT00000000375	CDD:cd02859
PLSCT00000007912	CDD:cd14951
PLSCT00000003806	CDD:cd01715
PLSCT00000011861	CDD:cd02023,CDD:cd06223
PLSCT00000005559	CDD:cd02947
PLSCT00000005837	CDD:cd01427
PLSCT00000011763	CDD:cd03470
PLSCT00000003085	CDD:cd02440
PLSCT00000001901	CDD:cd11526
PLSCT00000017594	CDD:cd00143
PLSCT00000002154	CDD:cd03250
PLSCT00000012380	CDD:cd00517
PLSCT00000003524	CDD:cd05147
PLSCT00000003611	CDD:cd00162
PLSCT00000019192	CDD:cd09097
PLSCT00000013289	CDD:cd08646
PLSCT00000021361	CDD:cd14479
PLSCT00000003012	CDD:cd02440
PLSCT00000003389	CDD:cd07815
PLSCT00000007693	CDD:cd08069
PLSCT00000018134	CDD:cd00989
PLSCT00000020126	CDD:cd00038
PLSCT00000011889	CDD:cd04329,CDD:cd04462
PLSCT00000007200	CDD:cd12195,CDD:cd14663
PLSCT00000014556	CDD:cd13990
PLSCT00000019612	CDD:cd00200
PLSCT00000002747	CDD:cd09254
PLSCT00000011299	CDD:cd07304
PLSCT00000018579	CDD:cd14752
PLSCT00000011800	CDD:cd04047,CDD:cd04048
PLSCT00000012965	CDD:cd00332
PLSCT00000018701	CDD:cd14131
PLSCT00000020782	CDD:cd05157
PLSCT00000006665	CDD:cd14752
PLSCT00000005270	CDD:cd12823
PLSCT00000014333	CDD:cd00130
PLSCT00000001759	CDD:cd03244,CDD:cd03250
PLSCT00000019956	CDD:cd00009
PLSCT00000010526	CDD:cd11380
PLSCT00000002029	CDD:cd00878
PLSCT00000021061	CDD:cd01883
PLSCT00000003044	CDD:cd00051
PLSCT00000017232	CDD:cd06257,CDD:cd10719
PLSCT00000021631	CDD:cd10228
PLSCT00000006978	CDD:cd00204,CDD:cd13999
PLSCT00000013823	CDD:cd00586
PLSCT00000004291	CDD:cd14481
PLSCT00000007936	CDD:cd14066
PLSCT00000016151	CDD:cd00641
PLSCT00000016565	CDD:cd11299
PLSCT00000002123	CDD:cd00083
PLSCT00000006296	CDD:cd00130
PLSCT00000015959	CDD:cd06257
PLSCT00000013180	CDD:cd07821
PLSCT00000020421	CDD:cd13999
PLSCT00000002067	CDD:cd06660
PLSCT00000014379	CDD:cd00200
PLSCT00000019717	CDD:cd04317
PLSCT00000004641	CDD:cd00839
PLSCT00000018227	CDD:cd05476
PLSCT00000001850	CDD:cd00051
PLSCT00000009737	CDD:cd03232,CDD:cd03233
PLSCT00000002592	CDD:cd04867
PLSCT00000015116	CDD:cd00035,CDD:cd00325
PLSCT00000014488	CDD:cd01319
PLSCT00000013708	CDD:cd06174
PLSCT00000005849	CDD:cd06602
PLSCT00000010567	CDD:cd01303
PLSCT00000019056	CDD:cd07837
PLSCT00000003774	CDD:cd00609
PLSCT00000019793	CDD:cd00432
PLSCT00000001851	CDD:cd00834
PLSCT00000018119	CDD:cd00009
PLSCT00000004759	CDD:cd01123
PLSCT00000012830	CDD:cd03507
PLSCT00000020793	CDD:cd00167
PLSCT00000012931	CDD:cd01668,CDD:cd05399
PLSCT00000006783	CDD:cd03561
PLSCT00000002326	CDD:cd14792
PLSCT00000018201	CDD:cd13276
PLSCT00000000924	CDD:cd00693
PLSCT00000004254	CDD:cd02187
PLSCT00000012660	CDD:cd04250
PLSCT00000007204	CDD:cd15841
PLSCT00000001804	CDD:cd00162
PLSCT00000011280	CDD:cd00035
PLSCT00000017257	CDD:cd12450
PLSCT00000012615	CDD:cd07085
PLSCT00000008413	CDD:cd02174
PLSCT00000008853	CDD:cd00590
PLSCT00000003649	CDD:cd10234
PLSCT00000004870	CDD:cd02440
PLSCT00000018107	CDD:cd00204
PLSCT00000017646	CDD:cd00693
PLSCT00000009228	CDD:cd02027
PLSCT00000005373	CDD:cd14066
PLSCT00000007656	CDD:cd09601
PLSCT00000019294	CDD:cd00378
PLSCT00000010363	CDD:cd00070
PLSCT00000004758	CDD:cd02249
PLSCT00000002746	CDD:cd00020
PLSCT00000015221	CDD:cd05794
PLSCT00000010578	CDD:cd04508
PLSCT00000017001	CDD:cd00052
PLSCT00000012169	CDD:cd00046,CDD:cd00079
PLSCT00000014682	CDD:cd01398
PLSCT00000003825	CDD:cd02205,CDD:cd04590
PLSCT00000018442	CDD:cd15615
PLSCT00000019453	CDD:cd07038
PLSCT00000004277	CDD:cd00048,CDD:cd00590
PLSCT00000005724	CDD:cd00143
PLSCT00000000384	CDD:cd14702
PLSCT00000020824	CDD:cd00046
PLSCT00000012610	CDD:cd04257,CDD:cd04922
PLSCT00000015465	CDD:cd06174
PLSCT00000004885	CDD:cd00018
PLSCT00000006615	CDD:cd12195,CDD:cd14663
PLSCT00000004962	CDD:cd00009
PLSCT00000009790	CDD:cd03249
PLSCT00000009414	CDD:cd08760,CDD:cd09631
PLSCT00000005025	CDD:cd12223
PLSCT00000000253	CDD:cd00167
PLSCT00000005880	CDD:cd02440
PLSCT00000001048	CDD:cd00311
PLSCT00000016791	CDD:cd15841
PLSCT00000008802	CDD:cd00349
PLSCT00000010549	CDD:cd02584,CDD:cd02733
PLSCT00000001823	CDD:cd00371
PLSCT00000012661	CDD:cd00162
PLSCT00000018656	CDD:cd01803
PLSCT00000002950	CDD:cd15489
PLSCT00000001435	CDD:cd00079
PLSCT00000012688	CDD:cd12823
PLSCT00000008938	CDD:cd07032
PLSCT00000005984	CDD:cd00046,CDD:cd00079
PLSCT00000007990	CDD:cd11660
PLSCT00000011706	CDD:cd01412
PLSCT00000000254	CDD:cd04216
PLSCT00000007293	CDD:cd00831
PLSCT00000015087	CDD:cd00162,CDD:cd12437
PLSCT00000006365	CDD:cd01998
PLSCT00000020337	CDD:cd06855
PLSCT00000016184	CDD:cd14305
PLSCT00000008415	CDD:cd13872
PLSCT00000008902	CDD:cd01123
PLSCT00000017244	CDD:cd02204
PLSCT00000011320	CDD:cd00371
PLSCT00000015158	CDD:cd11287
PLSCT00000016766	CDD:cd00332
PLSCT00000012362	CDD:cd00519
PLSCT00000016266	CDD:cd01866
PLSCT00000003351	CDD:cd11299
PLSCT00000004232	CDD:cd00446
PLSCT00000019523	CDD:cd00200
PLSCT00000013589	CDD:cd00075,CDD:cd00082
PLSCT00000021023	CDD:cd02174
PLSCT00000014703	CDD:cd03272
PLSCT00000013269	CDD:cd00162
PLSCT00000003066	CDD:cd15565
PLSCT00000017988	CDD:cd00121,CDD:cd02659
PLSCT00000005435	CDD:cd05327
PLSCT00000003530	CDD:cd08771
PLSCT00000012306	CDD:cd09992
PLSCT00000005497	CDD:cd00083
PLSCT00000015576	CDD:cd00075
PLSCT00000009496	CDD:cd01029
PLSCT00000012544	CDD:cd13229
PLSCT00000008857	CDD:cd10430
PLSCT00000014963	CDD:cd08679
PLSCT00000021164	CDD:cd00020
PLSCT00000018544	CDD:cd11534
PLSCT00000001689	CDD:cd06849
PLSCT00000011532	CDD:cd00162
PLSCT00000020510	CDD:cd14752
PLSCT00000000360	CDD:cd13971
PLSCT00000004725	CDD:cd02005
PLSCT00000017179	CDD:cd00866
PLSCT00000003686	CDD:cd00143
PLSCT00000007190	CDD:cd05121
PLSCT00000006359	CDD:cd00162
PLSCT00000019443	CDD:cd14364
PLSCT00000013020	CDD:cd02120,CDD:cd04852
PLSCT00000020575	CDD:cd01427
PLSCT00000000435	CDD:cd00009,CDD:cd01451
PLSCT00000015085	CDD:cd00162,CDD:cd12437
PLSCT00000004422	CDD:cd06855
PLSCT00000005533	CDD:cd00083
PLSCT00000000582	CDD:cd00693
PLSCT00000002960	CDD:cd00162
PLSCT00000015524	CDD:cd03805
PLSCT00000002064	CDD:cd06660
PLSCT00000016434	CDD:cd06174
PLSCT00000009062	CDD:cd00207
PLSCT00000018693	CDD:cd01427
PLSCT00000005106	CDD:cd00020
PLSCT00000013845	CDD:cd12413
PLSCT00000009799	CDD:cd03390
PLSCT00000004703	CDD:cd00020,CDD:cd00162
PLSCT00000019666	CDD:cd00170
PLSCT00000007489	CDD:cd00054
PLSCT00000012340	CDD:cd12230,CDD:cd12231,CDD:cd12232
PLSCT00000020473	CDD:cd00167
PLSCT00000010491	CDD:cd15482
PLSCT00000015368	CDD:cd00030
PLSCT00000000770	CDD:cd05927
PLSCT00000011896	CDD:cd14066
PLSCT00000006414	CDD:cd06174
PLSCT00000018329	CDD:cd05117
PLSCT00000006653	CDD:cd00079
PLSCT00000005540	CDD:cd00043
PLSCT00000019803	CDD:cd06257
PLSCT00000015686	CDD:cd00024
PLSCT00000010685	CDD:cd00609
PLSCT00000010346	CDD:cd00320
PLSCT00000014348	CDD:cd00320
PLSCT00000010399	CDD:cd04476,CDD:cd04477
PLSCT00000020608	CDD:cd00403
PLSCT00000005472	CDD:cd11314
PLSCT00000001073	CDD:cd00075,CDD:cd00156
PLSCT00000003888	CDD:cd14066
PLSCT00000015592	CDD:cd02440
PLSCT00000008607	CDD:cd00162
PLSCT00000018151	CDD:cd00009
PLSCT00000005478	CDD:cd00609
PLSCT00000003549	CDD:cd00083
PLSCT00000010499	CDD:cd06174
PLSCT00000011746	CDD:cd00403
PLSCT00000016579	CDD:cd02801
PLSCT00000009703	CDD:cd00204
PLSCT00000021644	CDD:cd00082
PLSCT00000015854	CDD:cd04692
PLSCT00000021483	CDD:cd14867
PLSCT00000016091	CDD:cd15492
PLSCT00000006216	CDD:cd01863
PLSCT00000001091	CDD:cd00065
PLSCT00000009130	CDD:cd00075,CDD:cd00822
PLSCT00000021447	CDD:cd10017
PLSCT00000018555	CDD:cd06467
PLSCT00000016770	CDD:cd00332
PLSCT00000008784	CDD:cd14361
PLSCT00000013816	CDD:cd00202
PLSCT00000020083	CDD:cd00770
PLSCT00000001276	CDD:cd00162
PLSCT00000011248	CDD:cd06257
PLSCT00000008717	CDD:cd04457
PLSCT00000006773	CDD:cd00009
PLSCT00000014092	CDD:cd04320
PLSCT00000010930	CDD:cd00009
PLSCT00000001687	CDD:cd08917
PLSCT00000006334	CDD:cd01398
PLSCT00000012221	CDD:cd00333
PLSCT00000017501	CDD:cd13844,CDD:cd13868,CDD:cd13891
PLSCT00000001621	CDD:cd01288
PLSCT00000019522	CDD:cd01862
PLSCT00000015382	CDD:cd00071
PLSCT00000009788	CDD:cd00487
PLSCT00000012975	CDD:cd05658
PLSCT00000017445	CDD:cd05172
PLSCT00000002288	CDD:cd06859
PLSCT00000010280	CDD:cd06174
PLSCT00000018381	CDD:cd01053
PLSCT00000000199	CDD:cd00167
PLSCT00000007885	CDD:cd14066
PLSCT00000003575	CDD:cd14703
PLSCT00000020839	CDD:cd06602,CDD:cd14752
PLSCT00000021359	CDD:cd00610
PLSCT00000006219	CDD:cd00198
PLSCT00000018634	CDD:cd00009
PLSCT00000010100	CDD:cd11286
PLSCT00000020392	CDD:cd00079,CDD:cd00268
PLSCT00000010191	CDD:cd00371
PLSCT00000018197	CDD:cd01049
PLSCT00000003137	CDD:cd13132
PLSCT00000016785	CDD:cd04413
PLSCT00000014271	CDD:cd00158
PLSCT00000004045	CDD:cd04878
PLSCT00000005442	CDD:cd01866
PLSCT00000020556	CDD:cd03367
PLSCT00000002167	CDD:cd13944
PLSCT00000020834	CDD:cd06859,CDD:cd07596
PLSCT00000011251	CDD:cd12195,CDD:cd14663
PLSCT00000015636	CDD:cd05260
PLSCT00000009338	CDD:cd00046
PLSCT00000009797	CDD:cd03390
PLSCT00000013629	CDD:cd14066
PLSCT00000013400	CDD:cd00299,CDD:cd00570
PLSCT00000005079	CDD:cd03244
PLSCT00000016897	CDD:cd00693
PLSCT00000020107	CDD:cd15615
PLSCT00000009576	CDD:cd00027
PLSCT00000017105	CDD:cd02440
PLSCT00000013035	CDD:cd05402
PLSCT00000007339	CDD:cd06223
PLSCT00000021161	CDD:cd03249
PLSCT00000005708	CDD:cd00392
PLSCT00000014971	CDD:cd01383
PLSCT00000019585	CDD:cd06602
PLSCT00000012009	CDD:cd06855
PLSCT00000021504	CDD:cd05257
PLSCT00000016895	CDD:cd00079
PLSCT00000001221	CDD:cd05286
PLSCT00000020681	CDD:cd00118
PLSCT00000016417	CDD:cd00079
PLSCT00000002942	CDD:cd00200,CDD:cd08044
PLSCT00000013904	CDD:cd03115
PLSCT00000006974	CDD:cd01852
PLSCT00000014157	CDD:cd14066
PLSCT00000004204	CDD:cd07816
PLSCT00000008186	CDD:cd00030
PLSCT00000013737	CDD:cd07396
PLSCT00000004919	CDD:cd00671
PLSCT00000009911	CDD:cd02440
PLSCT00000016180	CDD:cd06623
PLSCT00000014374	CDD:cd05599
PLSCT00000017805	CDD:cd08049
PLSCT00000000912	CDD:cd05658
PLSCT00000018661	CDD:cd11380
PLSCT00000001982	CDD:cd02037
PLSCT00000000866	CDD:cd06089
PLSCT00000010884	CDD:cd00018
PLSCT00000007441	CDD:cd00018
PLSCT00000021438	CDD:cd00822
PLSCT00000010099	CDD:cd11286
PLSCT00000010443	CDD:cd04051
PLSCT00000013702	CDD:cd11308
PLSCT00000013899	CDD:cd00009
PLSCT00000001270	CDD:cd15613
PLSCT00000002720	CDD:cd04623
PLSCT00000019777	CDD:cd03250
PLSCT00000016402	CDD:cd00948
PLSCT00000015884	CDD:cd01726
PLSCT00000012993	CDD:cd00060
PLSCT00000003425	CDD:cd00167
PLSCT00000013188	CDD:cd00020,CDD:cd00106
PLSCT00000010053	CDD:cd14066
PLSCT00000002864	CDD:cd02851
PLSCT00000007217	CDD:cd03788
PLSCT00000008363	CDD:cd00317
PLSCT00000015898	CDD:cd10017
PLSCT00000010791	CDD:cd00691
PLSCT00000018709	CDD:cd00083
PLSCT00000015418	CDD:cd02799
PLSCT00000020621	CDD:cd07061
PLSCT00000008526	CDD:cd06660
PLSCT00000004296	CDD:cd04678
PLSCT00000007047	CDD:cd06186
PLSCT00000006210	CDD:cd00060
PLSCT00000015093	CDD:cd14066
PLSCT00000006248	CDD:cd02984,CDD:cd03028
PLSCT00000014925	CDD:cd00553,CDD:cd07570
PLSCT00000003119	CDD:cd06664
PLSCT00000011405	CDD:cd07419
PLSCT00000020763	CDD:cd00218
PLSCT00000000710	CDD:cd12505,CDD:cd12508
PLSCT00000000906	CDD:cd00020,CDD:cd00106
PLSCT00000006367	CDD:cd00162
PLSCT00000019207	CDD:cd00075,CDD:cd00082,CDD:cd00156
PLSCT00000016970	CDD:cd07323
PLSCT00000004390	CDD:cd09034
PLSCT00000017366	CDD:cd05121
PLSCT00000004414	CDD:cd14350
PLSCT00000013345	CDD:cd10747
PLSCT00000006893	CDD:cd00012
PLSCT00000015607	CDD:cd06090
PLSCT00000009902	CDD:cd11378
PLSCT00000010433	CDD:cd04332
PLSCT00000006295	CDD:cd00130
PLSCT00000009742	CDD:cd03233
PLSCT00000019631	CDD:cd00371
PLSCT00000009189	CDD:cd00839
PLSCT00000007474	CDD:cd01427
PLSCT00000011644	CDD:cd14066
PLSCT00000017243	CDD:cd02203,CDD:cd02204
PLSCT00000015920	CDD:cd06660
PLSCT00000015915	CDD:cd03484
PLSCT00000007090	CDD:cd03221
PLSCT00000004128	CDD:cd00200
PLSCT00000008129	CDD:cd07042
PLSCT00000002541	CDD:cd06822
PLSCT00000012439	CDD:cd15798
PLSCT00000010142	CDD:cd00046
PLSCT00000001101	CDD:cd03263
PLSCT00000000308	CDD:cd15495
PLSCT00000019658	CDD:cd04216
PLSCT00000003670	CDD:cd12307
PLSCT00000020310	CDD:cd11560
PLSCT00000003599	CDD:cd06089
PLSCT00000017459	CDD:cd00083
PLSCT00000004836	CDD:cd00051
PLSCT00000001583	CDD:cd02430
PLSCT00000012474	CDD:cd00052
PLSCT00000015105	CDD:cd09396
PLSCT00000000690	CDD:cd00009
PLSCT00000013712	CDD:cd06174
PLSCT00000004107	CDD:cd00165
PLSCT00000003992	CDD:cd05402
PLSCT00000019598	CDD:cd06089
PLSCT00000014260	CDD:cd06257,CDD:cd10719,CDD:cd10747
PLSCT00000018430	CDD:cd03755
PLSCT00000021253	CDD:cd02869
PLSCT00000001880	CDD:cd00046,CDD:cd00079
PLSCT00000021508	CDD:cd14371
PLSCT00000008276	CDD:cd03281
PLSCT00000012183	CDD:cd09251
PLSCT00000015383	CDD:cd00162
PLSCT00000012234	CDD:cd14013
PLSCT00000016809	CDD:cd05243
PLSCT00000003725	CDD:cd02440
PLSCT00000009699	CDD:cd02933
PLSCT00000021553	CDD:cd03263
PLSCT00000016208	CDD:cd01156
PLSCT00000015580	CDD:cd00609
PLSCT00000001520	CDD:cd00074
PLSCT00000011920	CDD:cd00054
PLSCT00000015887	CDD:cd00195
PLSCT00000005125	CDD:cd00046
PLSCT00000015302	CDD:cd03250
PLSCT00000005098	CDD:cd03221
PLSCT00000018668	CDD:cd11560
PLSCT00000008893	CDD:cd01335
PLSCT00000021437	CDD:cd00020
PLSCT00000009422	CDD:cd14066
PLSCT00000006660	CDD:cd08267
PLSCT00000017889	CDD:cd12414,CDD:cd12415
PLSCT00000019352	CDD:cd01428
PLSCT00000014437	CDD:cd07821
PLSCT00000012348	CDD:cd12230,CDD:cd12231,CDD:cd12232
PLSCT00000008341	CDD:cd00012
PLSCT00000010004	CDD:cd01561
PLSCT00000009918	CDD:cd00311
PLSCT00000007855	CDD:cd12432
PLSCT00000021236	CDD:cd00086
PLSCT00000012687	CDD:cd07249
PLSCT00000012621	CDD:cd00204
PLSCT00000016380	CDD:cd00083,CDD:cd04873
PLSCT00000017819	CDD:cd00204
PLSCT00000014722	CDD:cd03784
PLSCT00000006739	CDD:cd04491
PLSCT00000002473	CDD:cd01173
PLSCT00000003068	CDD:cd01427
PLSCT00000007553	CDD:cd00018
PLSCT00000006067	CDD:cd00009
PLSCT00000012061	CDD:cd00009
PLSCT00000005089	CDD:cd03507
PLSCT00000020031	CDD:cd12118
PLSCT00000009965	CDD:cd15612
PLSCT00000014740	CDD:cd06257
PLSCT00000001012	CDD:cd07414
PLSCT00000003671	CDD:cd01736
PLSCT00000004727	CDD:cd02022
PLSCT00000012053	CDD:cd01337
PLSCT00000001223	CDD:cd02980
PLSCT00000013173	CDD:cd02026
PLSCT00000004586	CDD:cd12671
PLSCT00000002949	CDD:cd15489
PLSCT00000005685	CDD:cd07991
PLSCT00000016128	CDD:cd00204
PLSCT00000020020	CDD:cd00020
PLSCT00000001425	CDD:cd01720
PLSCT00000009903	CDD:cd00162
PLSCT00000002329	CDD:cd00075
PLSCT00000008763	CDD:cd00030
PLSCT00000004434	CDD:cd06257
PLSCT00000018557	CDD:cd06467
PLSCT00000014213	CDD:cd07026
PLSCT00000004016	CDD:cd06558
PLSCT00000004823	CDD:cd05121
PLSCT00000016980	CDD:cd00609
PLSCT00000017704	CDD:cd00265
PLSCT00000009616	CDD:cd11369
PLSCT00000017339	CDD:cd06174
PLSCT00000002598	CDD:cd03232
PLSCT00000009994	CDD:cd06660
PLSCT00000021163	CDD:cd00020
PLSCT00000009862	CDD:cd00162
PLSCT00000020742	CDD:cd00162
PLSCT00000017434	CDD:cd00331
PLSCT00000006630	CDD:cd06174
PLSCT00000011651	CDD:cd06174
PLSCT00000016172	CDD:cd00046
PLSCT00000015784	CDD:cd00143
PLSCT00000003448	CDD:cd00268
PLSCT00000007167	CDD:cd06204
PLSCT00000017429	CDD:cd06174
PLSCT00000005418	CDD:cd00079,CDD:cd00268
PLSCT00000010312	CDD:cd00818,CDD:cd07960
PLSCT00000009834	CDD:cd00009
PLSCT00000007385	CDD:cd02440
PLSCT00000021414	CDD:cd13220
PLSCT00000014545	CDD:cd00162
PLSCT00000013034	CDD:cd01366,CDD:cd13200,CDD:cd14473
PLSCT00000012063	CDD:cd00009
PLSCT00000020821	CDD:cd00834
PLSCT00000000940	CDD:cd01837
PLSCT00000016214	CDD:cd00472
PLSCT00000015640	CDD:cd05233
PLSCT00000004579	CDD:cd12671
PLSCT00000016150	CDD:cd00641
PLSCT00000007274	CDD:cd05117
PLSCT00000010344	CDD:cd00685
PLSCT00000000524	CDD:cd00299,CDD:cd00570,CDD:cd12108
PLSCT00000015454	CDD:cd09254
PLSCT00000019179	CDD:cd00590,CDD:cd12251
PLSCT00000010808	CDD:cd08996
PLSCT00000002894	CDD:cd00693
PLSCT00000009134	CDD:cd00018
PLSCT00000010299	CDD:cd07990
PLSCT00000015230	CDD:cd00200
PLSCT00000002343	CDD:cd07938
PLSCT00000009272	CDD:cd00162
PLSCT00000011774	CDD:cd12599,CDD:cd12602
PLSCT00000011143	CDD:cd06174
PLSCT00000006745	CDD:cd06174
PLSCT00000001075	CDD:cd04163
PLSCT00000014452	CDD:cd00167
PLSCT00000013271	CDD:cd03213
PLSCT00000010232	CDD:cd01580,CDD:cd01586
PLSCT00000020259	CDD:cd06848
PLSCT00000007005	CDD:cd06530
PLSCT00000008176	CDD:cd00333
PLSCT00000008195	CDD:cd01117
PLSCT00000015614	CDD:cd01769
PLSCT00000008147	CDD:cd00046
PLSCT00000019387	CDD:cd00018
PLSCT00000002307	CDD:cd02121
PLSCT00000015782	CDD:cd07245
PLSCT00000014893	CDD:cd00821
PLSCT00000000880	CDD:cd11299
PLSCT00000012759	CDD:cd09250
PLSCT00000000325	CDD:cd00371
PLSCT00000019870	CDD:cd09908
PLSCT00000019796	CDD:cd00293
PLSCT00000014440	CDD:cd01427
PLSCT00000005128	CDD:cd00030
PLSCT00000003121	CDD:cd00392
PLSCT00000008039	CDD:cd03221
PLSCT00000013548	CDD:cd01434,CDD:cd01886,CDD:cd03713,CDD:cd04088
PLSCT00000021519	CDD:cd00121
PLSCT00000020183	CDD:cd11660
PLSCT00000004142	CDD:cd00200
PLSCT00000020440	CDD:cd00170
PLSCT00000020023	CDD:cd00201
PLSCT00000006952	CDD:cd00519
PLSCT00000011034	CDD:cd06223
PLSCT00000010792	CDD:cd00691
PLSCT00000011541	CDD:cd00162
PLSCT00000021325	CDD:cd00009
PLSCT00000011530	CDD:cd00118
PLSCT00000018300	CDD:cd05015,CDD:cd05016
PLSCT00000004259	CDD:cd00167
PLSCT00000004145	CDD:cd01493
PLSCT00000011658	CDD:cd00086
PLSCT00000010672	CDD:cd00449
PLSCT00000017667	CDD:cd09600
PLSCT00000011813	CDD:cd12466
PLSCT00000007448	CDD:cd06174
PLSCT00000010199	CDD:cd11711
PLSCT00000010364	CDD:cd00070
PLSCT00000007124	CDD:cd01853
PLSCT00000008980	CDD:cd01435,CDD:cd02735
PLSCT00000013408	CDD:cd15492,CDD:cd15571
PLSCT00000007856	CDD:cd10017
PLSCT00000001685	CDD:cd02440
PLSCT00000001206	CDD:cd00570
PLSCT00000004494	CDD:cd03015
PLSCT00000009415	CDD:cd08760,CDD:cd09631
PLSCT00000014325	CDD:cd10719,CDD:cd10747
PLSCT00000009740	CDD:cd03233
PLSCT00000010918	CDD:cd11647
PLSCT00000007310	CDD:cd01364
PLSCT00000017928	CDD:cd00207
PLSCT00000008342	CDD:cd00118
PLSCT00000021374	CDD:cd00009
PLSCT00000010551	CDD:cd15798
PLSCT00000008650	CDD:cd00046
PLSCT00000014986	CDD:cd09209
PLSCT00000009034	CDD:cd00024,CDD:cd00046,CDD:cd00079
PLSCT00000012675	CDD:cd01427
PLSCT00000017356	CDD:cd00009
PLSCT00000021262	CDD:cd00009
PLSCT00000014621	CDD:cd02947
PLSCT00000013467	CDD:cd08760,CDD:cd09629
PLSCT00000013237	CDD:cd00432
PLSCT00000018301	CDD:cd05381
PLSCT00000017852	CDD:cd00311
PLSCT00000001334	CDD:cd00051,CDD:cd05117
PLSCT00000019086	CDD:cd02440
PLSCT00000006664	CDD:cd01089
PLSCT00000020550	CDD:cd03221
PLSCT00000014918	CDD:cd01168
PLSCT00000020274	CDD:cd03249
PLSCT00000001882	CDD:cd00046
PLSCT00000004322	CDD:cd07233
PLSCT00000008001	CDD:cd00009
PLSCT00000004840	CDD:cd00079
PLSCT00000018059	CDD:cd07082
PLSCT00000011023	CDD:cd03187
PLSCT00000015212	CDD:cd00186,CDD:cd03362
PLSCT00000014891	CDD:cd07394
PLSCT00000007667	CDD:cd00177
PLSCT00000008960	CDD:cd11715
PLSCT00000011222	CDD:cd00020
PLSCT00000011984	CDD:cd03571
PLSCT00000014200	CDD:cd02949
PLSCT00000004424	CDD:cd02440
PLSCT00000008014	CDD:cd15489,CDD:cd15495,CDD:cd15663
PLSCT00000013227	CDD:cd03313
PLSCT00000018719	CDD:cd00143
PLSCT00000020983	CDD:cd02851
PLSCT00000002256	CDD:cd04051
PLSCT00000011996	CDD:cd00780
PLSCT00000001031	CDD:cd11314
PLSCT00000012683	CDD:cd07017
PLSCT00000001772	CDD:cd00387
PLSCT00000020941	CDD:cd02859
PLSCT00000002867	CDD:cd04150
PLSCT00000005970	CDD:cd00046
PLSCT00000016093	CDD:cd00584
PLSCT00000013224	CDD:cd06257
PLSCT00000018917	CDD:cd14066
PLSCT00000008958	CDD:cd07017
PLSCT00000007533	CDD:cd00773
PLSCT00000018095	CDD:cd00513
PLSCT00000012614	CDD:cd10508
PLSCT00000018785	CDD:cd02947
PLSCT00000004144	CDD:cd00012
PLSCT00000004502	CDD:cd02440
PLSCT00000001255	CDD:cd06071
PLSCT00000018611	CDD:cd00046,CDD:cd00079
PLSCT00000000266	CDD:cd00948
PLSCT00000000313	CDD:cd14784
PLSCT00000007201	CDD:cd14663
PLSCT00000018198	CDD:cd06830
PLSCT00000000479	CDD:cd06849
PLSCT00000019251	CDD:cd03028
PLSCT00000017839	CDD:cd00165,CDD:cd02440
PLSCT00000009153	CDD:cd02440
PLSCT00000018610	CDD:cd00046,CDD:cd00079
PLSCT00000019120	CDD:cd14066
PLSCT00000006588	CDD:cd00371
PLSCT00000001042	CDD:cd00183
PLSCT00000010188	CDD:cd05117
PLSCT00000011128	CDD:cd03390
PLSCT00000019657	CDD:cd00340
PLSCT00000014381	CDD:cd01384,CDD:cd15475
PLSCT00000021453	CDD:cd03527
PLSCT00000021215	CDD:cd00165
PLSCT00000018595	CDD:cd07029
PLSCT00000020477	CDD:cd00200
PLSCT00000020872	CDD:cd00009
PLSCT00000014355	CDD:cd12823
PLSCT00000012920	CDD:cd12539
PLSCT00000009568	CDD:cd06257
PLSCT00000005141	CDD:cd03858
PLSCT00000011731	CDD:cd00009
