PLSCT00000016654	GO:0004609,GO:0008654
PLSCT00000015965	GO:0003847,GO:0016042
PLSCT00000009670	GO:0004252,GO:0016021
PLSCT00000010836	GO:0016491,GO:0055114
PLSCT00000010641	GO:0004601,GO:0006979,GO:0020037,GO:0055114,GO:0004601,GO:0042744
PLSCT00000006574	GO:0004857,GO:0005618,GO:0030599,GO:0042545
PLSCT00000010742	GO:0005515
PLSCT00000002458	GO:0005618,GO:0030599,GO:0042545
PLSCT00000010027	GO:0016020
PLSCT00000016829	GO:0004175,GO:0005839,GO:0051603,GO:0004298,GO:0004298,GO:0005839,GO:0051603
PLSCT00000006501	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005515,GO:0005524
PLSCT00000013093	GO:0003824,GO:0005975,GO:0030246,GO:0004553,GO:0005975
PLSCT00000015450	GO:0000786,GO:0003677,GO:0005634,GO:0000786,GO:0003677,GO:0005634,GO:0006334,GO:0046982
PLSCT00000003006	GO:0004601,GO:0006979,GO:0020037,GO:0055114,GO:0004601,GO:0055114
PLSCT00000002751	GO:0003677,GO:0006355
PLSCT00000007566	GO:0005488
PLSCT00000015852	GO:0000445,GO:0006397
PLSCT00000015299	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085,GO:0005524,GO:0016887
PLSCT00000012756	GO:0030001,GO:0046872
PLSCT00000016060	GO:0003677,GO:0003899,GO:0006351,GO:0003899
PLSCT00000002919	GO:0003676,GO:0008270
PLSCT00000017003	GO:0005509,GO:0005515
PLSCT00000010186	GO:0003678,GO:0005524,GO:0043141
PLSCT00000000956	GO:0003676,GO:0003723
PLSCT00000008820	GO:0008915,GO:0009245
PLSCT00000007156	GO:0016620,GO:0055114
PLSCT00000018631	GO:0005198,GO:0006886,GO:0016192,GO:0030117
PLSCT00000020935	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000015941	GO:0005524,GO:0006298,GO:0030983
PLSCT00000004868	GO:0005198,GO:0005515,GO:0006886,GO:0016192,GO:0030126,GO:0005198,GO:0006886,GO:0016192,GO:0030117
PLSCT00000003629	GO:0006281,GO:0055114
PLSCT00000020774	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000014943	GO:0004553,GO:0005975,GO:0005975
PLSCT00000009464	GO:0005515
PLSCT00000021090	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000014113	GO:0003723
PLSCT00000017914	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000012783	GO:0005215,GO:0006811,GO:0016020
PLSCT00000017913	GO:0008270,GO:0016491,GO:0055114,GO:0055114
PLSCT00000001540	GO:0005488,GO:0048193
PLSCT00000007475	GO:0004222,GO:0006508,GO:0008270,GO:0031012,GO:0006508,GO:0008237,GO:0008270,GO:0008237,GO:0008237,GO:0008270
PLSCT00000002890	GO:0004252,GO:0006508
PLSCT00000000911	GO:0004177,GO:0004177,GO:0006508,GO:0008270
PLSCT00000007822	GO:0009813,GO:0045430,GO:0016872
PLSCT00000001349	GO:0008152
PLSCT00000016712	GO:0000166,GO:0004812,GO:0005524,GO:0006418
PLSCT00000007757	GO:0046854
PLSCT00000010217	GO:0005975,GO:0016868,GO:0016868,GO:0071704
PLSCT00000007588	GO:0005524
PLSCT00000015907	GO:0004672,GO:0005524,GO:0006468
PLSCT00000012553	GO:0003824,GO:0006520,GO:0016831,GO:0016831,GO:0019752,GO:0030170
PLSCT00000007275	GO:0005509
PLSCT00000021355	GO:0008565,GO:0015031,GO:0030904,GO:0042147
PLSCT00000008356	GO:0005215,GO:0016021,GO:0055085,GO:0016020,GO:0022891,GO:0055085,GO:0016021,GO:0022857,GO:0055085
PLSCT00000004500	GO:0000166
PLSCT00000021378	GO:0003989,GO:0005524,GO:0006633
PLSCT00000021176	GO:0008168
PLSCT00000003932	GO:0005086,GO:0032012,GO:0005488
PLSCT00000014443	GO:0015979,GO:0015995,GO:0046872,GO:0048529,GO:0016491,GO:0046872,GO:0055114
PLSCT00000014386	GO:0005515
PLSCT00000017473	GO:0051225,GO:0070652
PLSCT00000001698	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085,GO:0005524,GO:0016887
PLSCT00000009368	GO:0005524,GO:0016887,GO:0016020
PLSCT00000019065	GO:0016021
PLSCT00000008887	GO:0005524,GO:0006298,GO:0030983
PLSCT00000014019	GO:0008519,GO:0015696,GO:0016020,GO:0008519,GO:0016020,GO:0072488,GO:0016020
PLSCT00000009485	GO:0035091
PLSCT00000006472	GO:0003747,GO:0006415,GO:0005737,GO:0006415,GO:0016149
PLSCT00000010595	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005509,GO:0005524
PLSCT00000010882	GO:0009916,GO:0055114
PLSCT00000004981	GO:0005096,GO:0005515
PLSCT00000010600	GO:0006811,GO:0015075,GO:0016020,GO:0055085
PLSCT00000005135	GO:0004579,GO:0008250,GO:0016021
PLSCT00000016403	GO:0005515
PLSCT00000002253	GO:0003677,GO:0003677,GO:0006355
PLSCT00000007402	GO:0003677,GO:0008270
PLSCT00000003105	GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:0003735,GO:0005840,GO:0006412,GO:0003735,GO:0006412,GO:0015935
PLSCT00000013873	GO:0003983,GO:0006011,GO:0008152,GO:0070569
PLSCT00000010624	GO:0005488,GO:0005515,GO:0005622,GO:0008270,GO:0046872
PLSCT00000009678	GO:0003980,GO:0006486
PLSCT00000010298	GO:0004617,GO:0006564,GO:0008152,GO:0016597,GO:0008152,GO:0016616,GO:0051287,GO:0055114,GO:0051287,GO:0055114
PLSCT00000003714	GO:0005507,GO:0006412,GO:0008168
PLSCT00000006305	GO:0003824,GO:0016740
PLSCT00000017409	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000006772	GO:0005524
PLSCT00000019260	GO:0003676
PLSCT00000008813	GO:0005515,GO:0008270
PLSCT00000010462	GO:0004553,GO:0005975,GO:0005975
PLSCT00000010015	GO:0005506,GO:0016705,GO:0020037,GO:0055114,GO:0016705,GO:0055114
PLSCT00000016366	GO:0005634,GO:0006334
PLSCT00000000790	GO:0003924,GO:0005525,GO:0005622,GO:0006400,GO:0005515,GO:0005525
PLSCT00000014535	GO:0016874
PLSCT00000012881	GO:0003824,GO:0005975,GO:0016616,GO:0055114,GO:0006108,GO:0016615,GO:0055114,GO:0006108,GO:0046554,GO:0055114,GO:0016491,GO:0055114,GO:0016616,GO:0055114
PLSCT00000018562	GO:0005524
PLSCT00000012851	GO:0000398,GO:0046540,GO:0005634,GO:0005737,GO:0006606,GO:0008565
PLSCT00000019702	GO:0019904
PLSCT00000015482	GO:0005524
PLSCT00000017188	GO:0003824
PLSCT00000017547	GO:0010181,GO:0016491,GO:0055114
PLSCT00000013377	GO:0005515
PLSCT00000014617	GO:0016192
PLSCT00000011775	GO:0000166,GO:0003676
PLSCT00000015416	GO:0009116
PLSCT00000005247	GO:0006810,GO:0008565,GO:0015031
PLSCT00000001347	GO:0003700,GO:0005634,GO:0008356,GO:0009956,GO:0043565,GO:0048366
PLSCT00000012594	GO:0003924,GO:0005525,GO:0005525
PLSCT00000016701	GO:0000166,GO:0003676
PLSCT00000010971	GO:0006486,GO:0008378,GO:0016020
PLSCT00000017964	GO:0005515,GO:0008270,GO:0046872
PLSCT00000006079	GO:0005515
PLSCT00000020979	GO:0008152,GO:0016746
PLSCT00000010818	GO:0003777,GO:0005524,GO:0007018,GO:0003777,GO:0005524,GO:0007018,GO:0008017,GO:0003777,GO:0007018
PLSCT00000002536	GO:0016020,GO:0030001,GO:0046873,GO:0055085
PLSCT00000006457	GO:0003676
PLSCT00000016847	GO:0003824,GO:0005975,GO:0008270,GO:0016832
PLSCT00000004513	GO:0005975,GO:0016868
PLSCT00000002888	GO:0005515,GO:0008270
PLSCT00000004247	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005515
PLSCT00000006484	GO:0000276,GO:0015078,GO:0015986
PLSCT00000014719	GO:0009881,GO:0010224,GO:0042803
PLSCT00000021342	GO:0004190,GO:0016021
PLSCT00000014088	GO:0001678,GO:0004396,GO:0005524,GO:0005536,GO:0005975,GO:0046835,GO:0005524,GO:0005975,GO:0016773
PLSCT00000021479	GO:0005525,GO:0005730
PLSCT00000020228	GO:0003980,GO:0006486
PLSCT00000008388	GO:0003723,GO:0003743,GO:0005737,GO:0006413
PLSCT00000008450	GO:0005515
PLSCT00000013567	GO:0008299
PLSCT00000006072	GO:0016491,GO:0055114
PLSCT00000020230	GO:0003677
PLSCT00000013202	GO:0003824,GO:0008270,GO:0008703,GO:0009231,GO:0055114,GO:0008835,GO:0009231,GO:0055114
PLSCT00000018913	GO:0006351,GO:0016538,GO:0070985
PLSCT00000015011	GO:0016491,GO:0055114
PLSCT00000020544	GO:0000166,GO:0003676,GO:0003676,GO:0008270
PLSCT00000019358	GO:0004144,GO:0019432,GO:0008374
PLSCT00000015797	GO:0015079,GO:0016020,GO:0071805
PLSCT00000003416	GO:0008270
PLSCT00000006245	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000016130	GO:0009523,GO:0015979,GO:0016020,GO:0042301,GO:0050821
PLSCT00000021590	GO:0006351,GO:0007049,GO:0017053
PLSCT00000016546	GO:0015995,GO:0016021,GO:0046408,GO:0016021,GO:0016765
PLSCT00000007095	GO:0000124,GO:0003713,GO:0005643,GO:0006406,GO:0045893
PLSCT00000006323	GO:0016972,GO:0055114
PLSCT00000000410	GO:0004417,GO:0009228
PLSCT00000009907	GO:0005515,GO:0008430
PLSCT00000009243	GO:0005783,GO:0048193
PLSCT00000010006	GO:0000226,GO:0000922,GO:0005815,GO:0007020,GO:0043015
PLSCT00000005421	GO:0004872
PLSCT00000006932	GO:0000145,GO:0006887,GO:0005737,GO:0006887,GO:0048278
PLSCT00000011983	GO:0003677
PLSCT00000012720	GO:0000413,GO:0003755,GO:0006457,GO:0003755,GO:0006457
PLSCT00000016561	GO:0000287,GO:0004427,GO:0005737,GO:0006796
PLSCT00000015396	GO:0042147
PLSCT00000016635	GO:0000398,GO:0005732
PLSCT00000013968	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085,GO:0005524,GO:0016887
PLSCT00000006188	GO:0003700,GO:0006355,GO:0043565
PLSCT00000020644	GO:0015743
PLSCT00000002530	GO:0003824
PLSCT00000003188	GO:0003676,GO:0005524,GO:0005515
PLSCT00000007660	GO:0006511,GO:0036459,GO:0016579,GO:0036459
PLSCT00000009252	GO:0051225,GO:0070652
PLSCT00000004401	GO:0004672,GO:0005524,GO:0006468,GO:0005524
PLSCT00000008002	GO:0016491,GO:0055114
PLSCT00000018946	GO:0005215,GO:0016021,GO:0055085,GO:0016020,GO:0022891,GO:0055085,GO:0016021,GO:0022857,GO:0055085
PLSCT00000004633	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000017684	GO:0006508,GO:0006508,GO:0008236
PLSCT00000012235	GO:0003677,GO:0003905,GO:0006284,GO:0003824
PLSCT00000012983	GO:0003924,GO:0005200,GO:0005525,GO:0005874,GO:0007017,GO:0005525,GO:0005874,GO:0007017,GO:0005874,GO:0007017
PLSCT00000018324	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000009491	GO:0005198,GO:0006886,GO:0016192,GO:0030130,GO:0030132,GO:0005488,GO:0005515,GO:0006886,GO:0016192
PLSCT00000017170	GO:0007165
PLSCT00000005598	GO:0003824,GO:0006099,GO:0008964,GO:0015977
PLSCT00000020854	GO:0005242,GO:0006813,GO:0016021
PLSCT00000017888	GO:0000166,GO:0016021
PLSCT00000014999	GO:0008152,GO:0008168
PLSCT00000013300	GO:0003677,GO:0006355
PLSCT00000006329	GO:0004843,GO:0016579
PLSCT00000000256	GO:0005737,GO:0006914
PLSCT00000021189	GO:0006281,GO:0055114,GO:0016491,GO:0055114
PLSCT00000005643	GO:0000166,GO:0003676
PLSCT00000010254	GO:0004176,GO:0006508,GO:0005515,GO:0005515,GO:0008270
PLSCT00000010005	GO:0003924,GO:0005525,GO:0005525
PLSCT00000002328	GO:0005524,GO:0006457,GO:0006950,GO:0051082
PLSCT00000009439	GO:0005525,GO:0005525,GO:0005622,GO:0007264
PLSCT00000017053	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0003735,GO:0005840,GO:0006412
PLSCT00000014965	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000020435	GO:0005524,GO:0016887
PLSCT00000014573	GO:0003824,GO:0004332,GO:0006096
PLSCT00000002946	GO:0006810,GO:0016021
PLSCT00000016993	GO:0003676
PLSCT00000018912	GO:0016491,GO:0055114
PLSCT00000014875	GO:0005047,GO:0005786,GO:0006614,GO:0008312,GO:0030942
PLSCT00000007726	GO:0006338,GO:0031011
PLSCT00000020718	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000010994	GO:0003723
PLSCT00000018953	GO:0009733
PLSCT00000001246	GO:0016874
PLSCT00000002552	GO:0008375,GO:0016020
PLSCT00000002707	GO:0005515
PLSCT00000011919	GO:0005509
PLSCT00000016506	GO:0016020,GO:0016760,GO:0030244
PLSCT00000018622	GO:0030001,GO:0046872
PLSCT00000019038	GO:0000139,GO:0005351,GO:0008643,GO:0016021
PLSCT00000011939	GO:0005509,GO:0009523,GO:0009654,GO:0015979,GO:0019898
PLSCT00000015125	GO:0003856,GO:0009073,GO:0016491,GO:0055114
PLSCT00000016316	GO:0004040,GO:0005515
PLSCT00000001014	GO:0016787
PLSCT00000013755	GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085
PLSCT00000004138	GO:0006631,GO:0045300,GO:0055114,GO:0016491,GO:0055114
PLSCT00000015691	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000008916	GO:0005515
PLSCT00000017456	GO:0003676
PLSCT00000000425	GO:0004096,GO:0006979,GO:0020037,GO:0055114,GO:0004096,GO:0020037,GO:0055114,GO:0020037,GO:0055114
PLSCT00000021033	GO:0006886,GO:0016192,GO:0030131,GO:0016192
PLSCT00000015413	GO:0005515,GO:0008270
PLSCT00000017092	GO:0005515,GO:0008270
PLSCT00000009894	GO:0004553,GO:0005975,GO:0005975
PLSCT00000015381	GO:0003677,GO:0005515,GO:0016491,GO:0055114
PLSCT00000020469	GO:0000077,GO:0005634,GO:0005634
PLSCT00000004418	GO:0005515
PLSCT00000017975	GO:0005515
PLSCT00000015719	GO:0071203
PLSCT00000006358	GO:0005515
PLSCT00000016229	GO:0016787
PLSCT00000006559	GO:0006511,GO:0031625
PLSCT00000004864	GO:0005484,GO:0006886,GO:0016020,GO:0005515,GO:0016020,GO:0016020,GO:0016192
PLSCT00000018450	GO:0008152,GO:0016758
PLSCT00000001005	GO:0005515
PLSCT00000013220	GO:0001522,GO:0003723,GO:0009451,GO:0009982
PLSCT00000016066	GO:0005618,GO:0030599,GO:0042545
PLSCT00000006080	GO:0005515
PLSCT00000015962	GO:0005525
PLSCT00000013838	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000009631	GO:0004108,GO:0006101,GO:0006099,GO:0046912,GO:0046912
PLSCT00000006663	GO:0001522,GO:0003723,GO:0009451,GO:0009982
PLSCT00000018540	GO:0005730,GO:0008168
PLSCT00000020869	GO:0004568,GO:0006032,GO:0016998,GO:0008061
PLSCT00000000999	GO:0046912
PLSCT00000016411	GO:0003824
PLSCT00000008440	GO:0005488
PLSCT00000006064	GO:0003824,GO:0010181,GO:0016491,GO:0055114
PLSCT00000019058	GO:0003777,GO:0007018
PLSCT00000012797	GO:0005515
PLSCT00000006162	GO:0005515
PLSCT00000019828	GO:0005634,GO:0042254
PLSCT00000004886	GO:0003677,GO:0003700,GO:0006355
PLSCT00000005941	GO:0004747,GO:0006014,GO:0016773
PLSCT00000013134	GO:0003824,GO:0008152
PLSCT00000007916	GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085
PLSCT00000001274	GO:0008375,GO:0016020
PLSCT00000020675	GO:0016480
PLSCT00000000355	GO:0006810,GO:0016021,GO:0016192
PLSCT00000016950	GO:0008168
PLSCT00000007450	GO:0016021,GO:0022857,GO:0055085
PLSCT00000009278	GO:0004470,GO:0004471,GO:0006108,GO:0055114,GO:0004471,GO:0051287,GO:0055114,GO:0004471,GO:0055114
PLSCT00000004947	GO:0003723
PLSCT00000002149	GO:0000145,GO:0006887
PLSCT00000003890	GO:0004867,GO:0009611
PLSCT00000012775	GO:0003677
PLSCT00000020750	GO:0006810,GO:0016021
PLSCT00000003019	GO:0001522,GO:0003723,GO:0009451,GO:0009982
PLSCT00000009404	GO:0010277,GO:0055114,GO:0016491,GO:0051537,GO:0055114
PLSCT00000013281	GO:0016020
PLSCT00000011728	GO:0003677,GO:0005524,GO:0006260
PLSCT00000015674	GO:0004751,GO:0009052
PLSCT00000010382	GO:0005524
PLSCT00000003300	GO:0007049
PLSCT00000004059	GO:0005506,GO:0016705,GO:0020037,GO:0055114,GO:0016705,GO:0055114
PLSCT00000003041	GO:0006629,GO:0008152
PLSCT00000004320	GO:0006359
PLSCT00000003116	GO:0003824,GO:0003824,GO:0009058,GO:0030170,GO:0009058,GO:0030170
PLSCT00000005432	GO:0005515
PLSCT00000006293	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524,GO:0030246
PLSCT00000003538	GO:0055085
PLSCT00000019882	GO:0005515,GO:0005515,GO:0008270
PLSCT00000009359	GO:0006886,GO:0016192
PLSCT00000020189	GO:0003676,GO:0003723
PLSCT00000010608	GO:0015031,GO:0016020
PLSCT00000013923	GO:0048364,GO:0050355
PLSCT00000011080	GO:0005515,GO:0016925
PLSCT00000015258	GO:0032955,GO:0051301
PLSCT00000017363	GO:0005488,GO:0043550,GO:0070772
PLSCT00000019122	GO:0005515
PLSCT00000014473	GO:0004842
PLSCT00000018219	GO:0009733
PLSCT00000011504	GO:0005515
PLSCT00000018294	GO:0008080
PLSCT00000015224	GO:0015079,GO:0016020,GO:0071805
PLSCT00000012189	GO:0003847,GO:0016042
PLSCT00000001077	GO:0000786,GO:0003677,GO:0005634,GO:0000786,GO:0003677,GO:0005634,GO:0006334,GO:0046982
PLSCT00000003135	GO:0009055,GO:0016020,GO:0016491,GO:0016020,GO:0022904
PLSCT00000002893	GO:0003824
PLSCT00000019322	GO:0005488,GO:0006886,GO:0016192,GO:0030117,GO:0006886,GO:0016192,GO:0030131
PLSCT00000020924	GO:0007017,GO:0030286
PLSCT00000005259	GO:0009058,GO:0016779
PLSCT00000002104	GO:0003824,GO:0004356,GO:0006542,GO:0006807,GO:0004356,GO:0006807
PLSCT00000012290	GO:0003700,GO:0006355,GO:0043565
PLSCT00000001414	GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085
PLSCT00000020704	GO:0004525,GO:0006396
PLSCT00000020385	GO:0003950
PLSCT00000001001	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000015501	GO:0046983
PLSCT00000011262	GO:0015986,GO:0046933
PLSCT00000011082	GO:0005975,GO:0016791,GO:0005975,GO:0042578,GO:0006001,GO:0042132
PLSCT00000006436	GO:0032040
PLSCT00000021612	GO:0019867
PLSCT00000002954	GO:0009055,GO:0015035,GO:0045454
PLSCT00000001123	GO:0005515,GO:0005524,GO:0005694,GO:0051276
PLSCT00000017955	GO:0003824,GO:0008152
PLSCT00000012400	GO:0005524,GO:0009058,GO:0016874
PLSCT00000006795	GO:0005515
PLSCT00000004996	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000015358	GO:0003676
PLSCT00000015279	GO:0005515
PLSCT00000013796	GO:0016020
PLSCT00000003134	GO:0004751,GO:0009052
PLSCT00000008324	GO:0003700,GO:0005634,GO:0008356,GO:0009956,GO:0043565,GO:0048366
PLSCT00000009727	GO:0003824,GO:0005965,GO:0018343,GO:0042127
PLSCT00000018844	GO:0003677,GO:0003700,GO:0006355
PLSCT00000000564	GO:0005515,GO:0005515,GO:0008270,GO:0008080
PLSCT00000001913	GO:0016021
PLSCT00000004903	GO:0006629,GO:0008081,GO:0008889
PLSCT00000014530	GO:0004553,GO:0005975,GO:0005975
PLSCT00000014970	GO:0003774,GO:0005524,GO:0016459,GO:0005515
PLSCT00000007410	GO:0004190,GO:0016021,GO:0004190,GO:0016021,GO:0016485
PLSCT00000012344	GO:0000166,GO:0003676,GO:0003723,GO:0005634,GO:0006397
PLSCT00000014029	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000020688	GO:0005524,GO:0006457,GO:0006950,GO:0051082
PLSCT00000003664	GO:0007015,GO:0031209,GO:0032403
PLSCT00000021069	GO:0042254
PLSCT00000008403	GO:0006397
PLSCT00000004035	GO:0000287,GO:0016616,GO:0051287,GO:0055114,GO:0016616,GO:0055114
PLSCT00000018892	GO:0003824
PLSCT00000011362	GO:0005488,GO:0005515
PLSCT00000009479	GO:0042254,GO:0042256,GO:0046872
PLSCT00000016444	GO:0005618,GO:0030599,GO:0042545
PLSCT00000009906	GO:0003723,GO:0003743,GO:0005737,GO:0006413
PLSCT00000005305	GO:0006633,GO:0050080
PLSCT00000007756	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0003735,GO:0005840,GO:0006412
PLSCT00000005745	GO:0005509
PLSCT00000008600	GO:0006950
PLSCT00000021488	GO:0004014,GO:0004014,GO:0006597,GO:0008295,GO:0004014,GO:0008295
PLSCT00000002880	GO:0005515
PLSCT00000016643	GO:0000155,GO:0000160,GO:0005515,GO:0006355,GO:0006355,GO:0009584,GO:0006355,GO:0009584,GO:0018298,GO:0018298
PLSCT00000010718	GO:0016757
PLSCT00000013633	GO:0005515,GO:0008270,GO:0046872
PLSCT00000013762	GO:0005515,GO:0008270
PLSCT00000020565	GO:0006359
PLSCT00000001439	GO:0003824,GO:0050662
PLSCT00000015594	GO:0008168
PLSCT00000019685	GO:0003824,GO:0003963,GO:0006396,GO:0006396
PLSCT00000011203	GO:0003677,GO:0006260
PLSCT00000002687	GO:0006450
PLSCT00000007409	GO:0016491,GO:0055114
PLSCT00000008589	GO:0008270,GO:0016491,GO:0008270,GO:0016491,GO:0055114
PLSCT00000016026	GO:0003824,GO:0004553,GO:0005975
PLSCT00000001423	GO:0003824,GO:0008033,GO:0017150,GO:0050660,GO:0055114
PLSCT00000014201	GO:0005515,GO:0008270,GO:0008270
PLSCT00000015517	GO:0008152,GO:0008152,GO:0016836
PLSCT00000017298	GO:0016787
PLSCT00000002314	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0043531
PLSCT00000005509	GO:0016491,GO:0055114
PLSCT00000004810	GO:0005515
PLSCT00000019339	GO:0016779
PLSCT00000004179	GO:0003746,GO:0005525,GO:0005737,GO:0006414,GO:0003924,GO:0005525,GO:0005525
PLSCT00000005477	GO:0000105,GO:0004400,GO:0003824,GO:0009058,GO:0030170
PLSCT00000009211	GO:0006904,GO:0016192
PLSCT00000013343	GO:0005515,GO:0006457,GO:0030154,GO:0042761,GO:0048513
PLSCT00000020086	GO:0003824,GO:0016614,GO:0050660,GO:0055114,GO:0016491,GO:0055114,GO:0050660
PLSCT00000007367	GO:0005515,GO:0006351,GO:0043565
PLSCT00000006389	GO:0000287,GO:0005986,GO:0050307,GO:0005986,GO:0050307
PLSCT00000013524	GO:0000126,GO:0001026,GO:0006359,GO:0003677
PLSCT00000002393	GO:0006621,GO:0016021,GO:0046923
PLSCT00000001719	GO:0005515
PLSCT00000011719	GO:0003777,GO:0005524,GO:0007018,GO:0003777,GO:0005524,GO:0007018,GO:0008017,GO:0003777,GO:0007018,GO:0003824,GO:0016491,GO:0055114,GO:0005856
PLSCT00000004013	GO:0003677,GO:0006355
PLSCT00000011951	GO:0005484,GO:0006886,GO:0016020,GO:0005515,GO:0016020,GO:0016192
PLSCT00000019253	GO:0006465,GO:0008233,GO:0016021,GO:0006508,GO:0008233
PLSCT00000017352	GO:0005515
PLSCT00000004539	GO:0003677,GO:0003700,GO:0003700,GO:0006355
PLSCT00000016745	GO:0004857,GO:0005618,GO:0030599,GO:0042545
PLSCT00000011874	GO:0016491
PLSCT00000002110	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0003735,GO:0005840,GO:0003735,GO:0005840,GO:0006412
PLSCT00000011352	GO:0010309,GO:0055114,GO:0016491,GO:0019509
PLSCT00000002621	GO:0000502,GO:0030234,GO:0042176,GO:0005515
PLSCT00000000628	GO:0000166,GO:0003676,GO:0003723,GO:0005634,GO:0006397
PLSCT00000013570	GO:0003743,GO:0005737,GO:0005852
PLSCT00000014319	GO:0003824,GO:0005975,GO:0016616,GO:0055114,GO:0006108,GO:0016615,GO:0055114,GO:0006108,GO:0030060,GO:0055114,GO:0016491,GO:0055114,GO:0016616,GO:0019752,GO:0055114,GO:0016616,GO:0055114
PLSCT00000006445	GO:0016021,GO:0055085
PLSCT00000016202	GO:0005215,GO:0006811,GO:0016020,GO:0006810,GO:0016020,GO:0055085
PLSCT00000012315	GO:0046373,GO:0046556
PLSCT00000020496	GO:0004252,GO:0006508,GO:0004252,GO:0070008,GO:0006508,GO:0008236
PLSCT00000005165	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000006628	GO:0016020,GO:0016021
PLSCT00000001762	GO:0005737,GO:0009107,GO:0016415,GO:0006464
PLSCT00000008840	GO:0005515
PLSCT00000011174	GO:0003729,GO:0005685,GO:0006376
PLSCT00000000579	GO:0008375,GO:0016020
PLSCT00000012385	GO:0005216,GO:0055085,GO:0005247,GO:0006821,GO:0016020,GO:0005247,GO:0006821,GO:0016020,GO:0055085
PLSCT00000020515	GO:0004540,GO:0008033
PLSCT00000013231	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0000166,GO:0005524,GO:0005737,GO:0016876,GO:0043039,GO:0005524,GO:0016876,GO:0043039
PLSCT00000018494	GO:0003824,GO:0004722,GO:0006470
PLSCT00000008585	GO:0016021,GO:0071705,GO:0071705
PLSCT00000013939	GO:0010277,GO:0055114,GO:0016491,GO:0051537,GO:0055114
PLSCT00000013765	GO:0003677
PLSCT00000018527	GO:0005515
PLSCT00000017319	GO:0004367,GO:0005975,GO:0055114,GO:0004367,GO:0006072,GO:0009331,GO:0055114,GO:0016491,GO:0055114,GO:0016616,GO:0046168,GO:0051287,GO:0055114,GO:0055114
PLSCT00000003993	GO:0016779
PLSCT00000011192	GO:0004591,GO:0006099,GO:0030976,GO:0055114,GO:0008152,GO:0016624
PLSCT00000002470	GO:0008478,GO:0009443
PLSCT00000011291	GO:0005515
PLSCT00000013418	GO:0000226,GO:0000910,GO:0008017
PLSCT00000014300	GO:0005515
PLSCT00000000805	GO:0005515
PLSCT00000003380	GO:0005515
PLSCT00000020151	GO:0005515
PLSCT00000003790	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000019190	GO:0005215,GO:0016021,GO:0055085,GO:0016021,GO:0022857,GO:0055085
PLSCT00000019064	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0000166,GO:0004823,GO:0005524,GO:0005737,GO:0006429,GO:0000166,GO:0006418,GO:0002161,GO:0006418
PLSCT00000015280	GO:0004672,GO:0005524,GO:0006468
PLSCT00000010893	GO:0009522,GO:0009538,GO:0015979
PLSCT00000006700	GO:0003824,GO:0008152,GO:0008152,GO:0016747
PLSCT00000013905	GO:0005887,GO:0008515,GO:0015770
PLSCT00000014661	GO:0016310,GO:0016772
PLSCT00000008944	GO:0004751,GO:0009052
PLSCT00000002940	GO:0005515
