PLSCT00000016654	InterPro:IPR003817,InterPro:IPR033177
PLSCT00000001281	InterPro:IPR001354,InterPro:IPR013342,InterPro:IPR029017,InterPro:IPR029065
PLSCT00000018706	InterPro:IPR001357
PLSCT00000010814	InterPro:IPR002067,InterPro:IPR018108,InterPro:IPR023395
PLSCT00000016511	InterPro:IPR001940,InterPro:IPR009003,InterPro:IPR015724
PLSCT00000009231	InterPro:IPR001650,InterPro:IPR003711,InterPro:IPR005118,InterPro:IPR011545,InterPro:IPR014001,InterPro:IPR027417
PLSCT00000004671	InterPro:IPR003422,InterPro:IPR023184
PLSCT00000005496	InterPro:IPR007087,InterPro:IPR013087,InterPro:IPR015880
PLSCT00000007707	InterPro:IPR025224,InterPro:IPR025954
PLSCT00000009847	InterPro:IPR001223,InterPro:IPR013781,InterPro:IPR017853
PLSCT00000002132	InterPro:IPR006982,InterPro:IPR013785,InterPro:IPR017932,InterPro:IPR029055
PLSCT00000020198	InterPro:IPR000262,InterPro:IPR008259,InterPro:IPR012133,InterPro:IPR013785
PLSCT00000003862	InterPro:IPR003340,InterPro:IPR015300
PLSCT00000004745	InterPro:IPR014720
PLSCT00000004478	InterPro:IPR001810,InterPro:IPR006652,InterPro:IPR015916
PLSCT00000005388	InterPro:IPR002085,InterPro:IPR002328,InterPro:IPR011032,InterPro:IPR013149,InterPro:IPR013154,InterPro:IPR016040,InterPro:IPR020843
PLSCT00000007759	InterPro:IPR002885,InterPro:IPR011990
PLSCT00000001277	InterPro:IPR002938,InterPro:IPR023753
PLSCT00000017365	InterPro:IPR000115,InterPro:IPR011054,InterPro:IPR011761,InterPro:IPR013815,InterPro:IPR013816,InterPro:IPR016185,InterPro:IPR020559,InterPro:IPR020560,InterPro:IPR020561,InterPro:IPR020562
PLSCT00000018191	InterPro:IPR002044,InterPro:IPR003094,InterPro:IPR013783,InterPro:IPR013784
PLSCT00000013230	InterPro:IPR026151
PLSCT00000020372	InterPro:IPR002963,InterPro:IPR007112,InterPro:IPR007118,InterPro:IPR009009
PLSCT00000012257	InterPro:IPR000555,InterPro:IPR024969,InterPro:IPR033858
PLSCT00000016637	InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR013525,InterPro:IPR013581,InterPro:IPR027417,InterPro:IPR034003
PLSCT00000002243	InterPro:IPR012916
PLSCT00000010101	InterPro:IPR019547
PLSCT00000006594	InterPro:IPR001296
PLSCT00000001029	InterPro:IPR006046,InterPro:IPR006047,InterPro:IPR012850,InterPro:IPR013780,InterPro:IPR013781,InterPro:IPR015902,InterPro:IPR017853
PLSCT00000013471	InterPro:IPR002833,InterPro:IPR023476
PLSCT00000015108	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775
PLSCT00000004911	InterPro:IPR029056
PLSCT00000021113	InterPro:IPR001360,InterPro:IPR013781,InterPro:IPR017853
PLSCT00000007961	InterPro:IPR000315
PLSCT00000007185	InterPro:IPR016040
PLSCT00000014434	InterPro:IPR001878,InterPro:IPR004859,InterPro:IPR017151,InterPro:IPR027073
PLSCT00000000858	InterPro:IPR001126,InterPro:IPR017961
PLSCT00000021307	InterPro:IPR002937,InterPro:IPR023753
PLSCT00000002351	InterPro:IPR001360,InterPro:IPR013781,InterPro:IPR017853
PLSCT00000014239	InterPro:IPR029415,InterPro:IPR032794
PLSCT00000007234	InterPro:IPR008963,InterPro:IPR015914
PLSCT00000009240	InterPro:IPR006680,InterPro:IPR011059,InterPro:IPR032466
PLSCT00000002662	InterPro:IPR011989,InterPro:IPR016024,InterPro:IPR021133,InterPro:IPR024395
PLSCT00000019981	InterPro:IPR000337,InterPro:IPR001828,InterPro:IPR028082
PLSCT00000001992	InterPro:IPR002110,InterPro:IPR020683
PLSCT00000020973	InterPro:IPR018108,InterPro:IPR023395
PLSCT00000009061	InterPro:IPR010591
PLSCT00000007689	InterPro:IPR000330,InterPro:IPR014001,InterPro:IPR027417
PLSCT00000021349	InterPro:IPR000758,InterPro:IPR011250
PLSCT00000006271	InterPro:IPR000322,InterPro:IPR017853
PLSCT00000014219	InterPro:IPR000626,InterPro:IPR029071
PLSCT00000003138	InterPro:IPR000209,InterPro:IPR003137,InterPro:IPR015500,InterPro:IPR023828
PLSCT00000002557	InterPro:IPR001611,InterPro:IPR032675
PLSCT00000002347	InterPro:IPR001360,InterPro:IPR013781,InterPro:IPR017853
PLSCT00000016771	InterPro:IPR006603,InterPro:IPR016817
PLSCT00000012323	InterPro:IPR012336,InterPro:IPR024253
PLSCT00000011604	InterPro:IPR019540
PLSCT00000001007	InterPro:IPR005788,InterPro:IPR012336,InterPro:IPR013766,InterPro:IPR017937
PLSCT00000013928	InterPro:IPR000297
PLSCT00000014689	InterPro:IPR007529
PLSCT00000009229	InterPro:IPR003729,InterPro:IPR004046,InterPro:IPR010987
PLSCT00000013293	InterPro:IPR001789,InterPro:IPR011006
PLSCT00000001103	InterPro:IPR000823,InterPro:IPR002016,InterPro:IPR010255,InterPro:IPR033905
PLSCT00000004722	InterPro:IPR019315
PLSCT00000010847	InterPro:IPR000571,InterPro:IPR004087,InterPro:IPR004088
PLSCT00000016987	InterPro:IPR001128,InterPro:IPR002401,InterPro:IPR017972
PLSCT00000006018	InterPro:IPR027417
PLSCT00000002178	InterPro:IPR002885
PLSCT00000009574	InterPro:IPR001357
PLSCT00000020530	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR013320,InterPro:IPR017441
PLSCT00000018769	InterPro:IPR001806,InterPro:IPR005225,InterPro:IPR025662,InterPro:IPR027417
PLSCT00000007487	InterPro:IPR002674,InterPro:IPR011331,InterPro:IPR011332
PLSCT00000001741	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR013320,InterPro:IPR017441
PLSCT00000001888	InterPro:IPR003034
PLSCT00000004749	InterPro:IPR008580
PLSCT00000010378	InterPro:IPR002775,InterPro:IPR014560
PLSCT00000019634	InterPro:IPR029063
PLSCT00000004664	InterPro:IPR004263
PLSCT00000015544	InterPro:IPR001461,InterPro:IPR001969,InterPro:IPR021109,InterPro:IPR032799,InterPro:IPR032861,InterPro:IPR033121
PLSCT00000006122	InterPro:IPR007346
PLSCT00000003132	InterPro:IPR018864
PLSCT00000019397	InterPro:IPR003439,InterPro:IPR011527,InterPro:IPR027417
PLSCT00000001497	InterPro:IPR000357,InterPro:IPR001494,InterPro:IPR011989,InterPro:IPR016024
PLSCT00000011237	InterPro:IPR001765
PLSCT00000017936	InterPro:IPR000904,InterPro:IPR015403,InterPro:IPR023394
PLSCT00000020587	InterPro:IPR001907,InterPro:IPR023562,InterPro:IPR029045,InterPro:IPR033135
PLSCT00000016973	InterPro:IPR006155,InterPro:IPR033865
PLSCT00000013402	InterPro:IPR017941
PLSCT00000017911	InterPro:IPR000626,InterPro:IPR022617,InterPro:IPR029071
PLSCT00000014326	InterPro:IPR009675,InterPro:IPR027329,InterPro:IPR027330
PLSCT00000017804	InterPro:IPR007081,InterPro:IPR021602
PLSCT00000014096	InterPro:IPR021384
PLSCT00000004545	InterPro:IPR000757,InterPro:IPR008263,InterPro:IPR008264,InterPro:IPR010713,InterPro:IPR013320,InterPro:IPR016455
PLSCT00000013183	InterPro:IPR001810,InterPro:IPR011043
PLSCT00000011204	InterPro:IPR015720
PLSCT00000006677	InterPro:IPR002885,InterPro:IPR011990,InterPro:IPR032867
PLSCT00000001060	InterPro:IPR006121
PLSCT00000007229	InterPro:IPR006645
PLSCT00000016857	InterPro:IPR001139,InterPro:IPR013781,InterPro:IPR017853
PLSCT00000008100	InterPro:IPR001680,InterPro:IPR012953,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775
PLSCT00000011459	InterPro:IPR001841,InterPro:IPR013083
PLSCT00000002934	InterPro:IPR016093,InterPro:IPR027005
PLSCT00000008819	InterPro:IPR005069
PLSCT00000016487	InterPro:IPR029052
PLSCT00000004628	InterPro:IPR001962,InterPro:IPR014729
PLSCT00000017086	InterPro:IPR000048,InterPro:IPR025064
PLSCT00000019935	InterPro:IPR003703,InterPro:IPR029069
PLSCT00000017858	InterPro:IPR001451,InterPro:IPR005881,InterPro:IPR010493,InterPro:IPR011004,InterPro:IPR018357
PLSCT00000011650	InterPro:IPR003347
PLSCT00000012560	InterPro:IPR001623,InterPro:IPR024593
PLSCT00000006878	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR011009,InterPro:IPR011990,InterPro:IPR013026,InterPro:IPR019734
PLSCT00000021002	InterPro:IPR029069,InterPro:IPR033120
PLSCT00000013170	InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR013525,InterPro:IPR017871,InterPro:IPR027417
PLSCT00000003203	InterPro:IPR006839
PLSCT00000012960	InterPro:IPR000537
PLSCT00000004792	InterPro:IPR000194,InterPro:IPR020003,InterPro:IPR027417
PLSCT00000014149	InterPro:IPR002048,InterPro:IPR011992,InterPro:IPR018247
PLSCT00000003241	InterPro:IPR003593,InterPro:IPR003959,InterPro:IPR003960,InterPro:IPR025653,InterPro:IPR027417
PLSCT00000014787	InterPro:IPR000158,InterPro:IPR003008,InterPro:IPR008280,InterPro:IPR018316,InterPro:IPR024757
PLSCT00000009884	InterPro:IPR001650,InterPro:IPR007502,InterPro:IPR011545,InterPro:IPR014001,InterPro:IPR027417
PLSCT00000011985	InterPro:IPR025638
PLSCT00000007312	InterPro:IPR002646
PLSCT00000001956	InterPro:IPR001440,InterPro:IPR011990,InterPro:IPR013026,InterPro:IPR019734,InterPro:IPR029489
PLSCT00000011048	InterPro:IPR000210,InterPro:IPR011333,InterPro:IPR022041
PLSCT00000009640	InterPro:IPR004821,InterPro:IPR014729
PLSCT00000016080	InterPro:IPR001965,InterPro:IPR007110,InterPro:IPR011011,InterPro:IPR013083,InterPro:IPR019787
PLSCT00000005958	InterPro:IPR028565
PLSCT00000020686	InterPro:IPR000014,InterPro:IPR013655
PLSCT00000005187	InterPro:IPR003929,InterPro:IPR013099,InterPro:IPR016040,InterPro:IPR024939
PLSCT00000015209	InterPro:IPR000380,InterPro:IPR003602,InterPro:IPR013497,InterPro:IPR013824,InterPro:IPR013825,InterPro:IPR023405,InterPro:IPR023406
PLSCT00000004698	InterPro:IPR001375,InterPro:IPR011042,InterPro:IPR029058
PLSCT00000009458	InterPro:IPR021625
PLSCT00000015283	InterPro:IPR007856,InterPro:IPR008138,InterPro:IPR008139,InterPro:IPR011001
PLSCT00000021345	InterPro:IPR003959,InterPro:IPR027417
PLSCT00000011616	InterPro:IPR006311,InterPro:IPR013216,InterPro:IPR029063
PLSCT00000003843	InterPro:IPR001611,InterPro:IPR013320,InterPro:IPR032675
PLSCT00000002783	InterPro:IPR001307,InterPro:IPR001763
PLSCT00000018129	InterPro:IPR001611,InterPro:IPR032675
PLSCT00000015043	InterPro:IPR000644,InterPro:IPR001807,InterPro:IPR014743
PLSCT00000015870	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775
PLSCT00000014442	InterPro:IPR001757,InterPro:IPR005782,InterPro:IPR006068,InterPro:IPR008250,InterPro:IPR018303,InterPro:IPR023214,InterPro:IPR023298,InterPro:IPR023299
PLSCT00000021154	InterPro:IPR001264,InterPro:IPR012338,InterPro:IPR023346
PLSCT00000004953	InterPro:IPR011697,InterPro:IPR015527,InterPro:IPR029062
PLSCT00000012411	InterPro:IPR003675
PLSCT00000010243	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986
PLSCT00000014397	InterPro:IPR000566,InterPro:IPR011038,InterPro:IPR012674,InterPro:IPR022272
PLSCT00000011821	InterPro:IPR000217,InterPro:IPR002453,InterPro:IPR003008,InterPro:IPR008280,InterPro:IPR018316,InterPro:IPR023123
PLSCT00000007542	InterPro:IPR011990,InterPro:IPR013026,InterPro:IPR019734
PLSCT00000004537	InterPro:IPR016040
PLSCT00000003427	InterPro:IPR003111,InterPro:IPR004910,InterPro:IPR015947
PLSCT00000009133	InterPro:IPR007266
PLSCT00000003833	InterPro:IPR008250
PLSCT00000014140	InterPro:IPR026992,InterPro:IPR027443
PLSCT00000008766	InterPro:IPR000217,InterPro:IPR002453,InterPro:IPR003008,InterPro:IPR008280,InterPro:IPR013838,InterPro:IPR017975,InterPro:IPR018316,InterPro:IPR023123
PLSCT00000016588	InterPro:IPR004584,InterPro:IPR027417
PLSCT00000017815	InterPro:IPR000164,InterPro:IPR007125,InterPro:IPR009072
PLSCT00000018138	InterPro:IPR001214
PLSCT00000012093	InterPro:IPR005746,InterPro:IPR012336,InterPro:IPR013766
PLSCT00000011611	InterPro:IPR002048,InterPro:IPR005821,InterPro:IPR011992,InterPro:IPR027359
PLSCT00000018167	InterPro:IPR001480
PLSCT00000000231	InterPro:IPR007248
PLSCT00000006983	InterPro:IPR000504,InterPro:IPR012677
PLSCT00000021017	InterPro:IPR005225,InterPro:IPR006073,InterPro:IPR025867,InterPro:IPR027368,InterPro:IPR027417,InterPro:IPR031168
PLSCT00000002515	InterPro:IPR002680
PLSCT00000013073	InterPro:IPR002317
PLSCT00000016830	InterPro:IPR016040
PLSCT00000003701	InterPro:IPR002182,InterPro:IPR011009,InterPro:IPR027417
PLSCT00000016901	InterPro:IPR004938
PLSCT00000010401	InterPro:IPR005202
PLSCT00000005262	InterPro:IPR017961
PLSCT00000002571	InterPro:IPR011697,InterPro:IPR015527,InterPro:IPR029062
PLSCT00000005737	InterPro:IPR000555
PLSCT00000019783	InterPro:IPR000719,InterPro:IPR011009
PLSCT00000003474	InterPro:IPR009631
PLSCT00000002088	InterPro:IPR000876,InterPro:IPR002942,InterPro:IPR013843,InterPro:IPR013845,InterPro:IPR018199
PLSCT00000010964	InterPro:IPR004861,InterPro:IPR029021
PLSCT00000014667	InterPro:IPR001810,InterPro:IPR006553,InterPro:IPR032675
PLSCT00000013363	InterPro:IPR005814,InterPro:IPR015421,InterPro:IPR015422,InterPro:IPR015424
PLSCT00000020105	InterPro:IPR016159,InterPro:IPR032403,InterPro:IPR033961
PLSCT00000001830	InterPro:IPR008928,InterPro:IPR010905,InterPro:IPR012341
PLSCT00000009762	InterPro:IPR003388
PLSCT00000018578	InterPro:IPR012340
PLSCT00000017479	InterPro:IPR002085,InterPro:IPR011032,InterPro:IPR013154
PLSCT00000020254	InterPro:IPR002912
PLSCT00000003695	InterPro:IPR000389,InterPro:IPR022377
PLSCT00000007373	InterPro:IPR000241,InterPro:IPR004114,InterPro:IPR029063
PLSCT00000018355	InterPro:IPR001305
PLSCT00000002980	InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR011527,InterPro:IPR017871,InterPro:IPR027417
PLSCT00000000517	InterPro:IPR005835,InterPro:IPR005836,InterPro:IPR029044
PLSCT00000003565	InterPro:IPR000571,InterPro:IPR001841,InterPro:IPR002867,InterPro:IPR012337,InterPro:IPR013083,InterPro:IPR017907,InterPro:IPR031127
PLSCT00000006301	InterPro:IPR001878,InterPro:IPR004859,InterPro:IPR027073
PLSCT00000014489	InterPro:IPR025602
PLSCT00000009766	InterPro:IPR001697,InterPro:IPR011037,InterPro:IPR015793,InterPro:IPR015794,InterPro:IPR015795,InterPro:IPR015806,InterPro:IPR015813
PLSCT00000019341	InterPro:IPR001252,InterPro:IPR001557,InterPro:IPR015955,InterPro:IPR016040,InterPro:IPR022383
PLSCT00000018005	InterPro:IPR003000,InterPro:IPR026590,InterPro:IPR029035
PLSCT00000018432	InterPro:IPR002589
PLSCT00000015641	InterPro:IPR002347,InterPro:IPR016040
PLSCT00000017850	InterPro:IPR006694
PLSCT00000007760	InterPro:IPR033199
PLSCT00000021096	InterPro:IPR005804
PLSCT00000002065	InterPro:IPR001395,InterPro:IPR018170,InterPro:IPR020471,InterPro:IPR023210
PLSCT00000004009	InterPro:IPR021841,InterPro:IPR026825
PLSCT00000006801	InterPro:IPR001529
PLSCT00000012785	InterPro:IPR010756
PLSCT00000012677	InterPro:IPR006869
PLSCT00000002862	InterPro:IPR000674,InterPro:IPR002346,InterPro:IPR002888,InterPro:IPR005107,InterPro:IPR008274,InterPro:IPR016166,InterPro:IPR016169
PLSCT00000001594	InterPro:IPR011701,InterPro:IPR020846
PLSCT00000003630	InterPro:IPR000086,InterPro:IPR015797,InterPro:IPR020084
PLSCT00000008764	InterPro:IPR000008,InterPro:IPR004182,InterPro:IPR031968
PLSCT00000017878	InterPro:IPR008162
PLSCT00000015965	InterPro:IPR005065,InterPro:IPR029058
PLSCT00000009670	InterPro:IPR022764
PLSCT00000010836	InterPro:IPR005123,InterPro:IPR026992,InterPro:IPR027443
PLSCT00000008081	InterPro:IPR011989
PLSCT00000010641	InterPro:IPR000823,InterPro:IPR002016,InterPro:IPR010255,InterPro:IPR033905
PLSCT00000006574	InterPro:IPR000070,InterPro:IPR006501,InterPro:IPR011050,InterPro:IPR012334,InterPro:IPR033131
PLSCT00000006582	InterPro:IPR001279
PLSCT00000010742	InterPro:IPR009060
PLSCT00000002458	InterPro:IPR000070,InterPro:IPR011050,InterPro:IPR012334
PLSCT00000010027	InterPro:IPR003844
PLSCT00000016292	InterPro:IPR001646
PLSCT00000003234	InterPro:IPR024950
PLSCT00000016829	InterPro:IPR001353,InterPro:IPR016050,InterPro:IPR023333,InterPro:IPR029055
PLSCT00000016147	InterPro:IPR004154,InterPro:IPR007109,InterPro:IPR026532
PLSCT00000006501	InterPro:IPR000719,InterPro:IPR001611,InterPro:IPR003591,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR017441,InterPro:IPR032675
PLSCT00000021351	InterPro:IPR001279
PLSCT00000013093	InterPro:IPR000322,InterPro:IPR011013,InterPro:IPR017853,InterPro:IPR025887,InterPro:IPR030458,InterPro:IPR031727
PLSCT00000013915	InterPro:IPR027329
PLSCT00000015450	InterPro:IPR001951,InterPro:IPR009072,InterPro:IPR019809
PLSCT00000003006	InterPro:IPR000823,InterPro:IPR002016,InterPro:IPR010255,InterPro:IPR019793,InterPro:IPR019794
PLSCT00000002751	InterPro:IPR002910
PLSCT00000007566	InterPro:IPR011989,InterPro:IPR016024
PLSCT00000018984	InterPro:IPR013978
PLSCT00000009527	InterPro:IPR028144
PLSCT00000006590	InterPro:IPR006968
PLSCT00000015852	InterPro:IPR008501
PLSCT00000021208	InterPro:IPR026899
PLSCT00000015299	InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR011527,InterPro:IPR017871,InterPro:IPR027417
PLSCT00000021169	InterPro:IPR000644
PLSCT00000015992	InterPro:IPR027417
PLSCT00000012756	InterPro:IPR006121
PLSCT00000016060	InterPro:IPR002092,InterPro:IPR024075,InterPro:IPR029262
PLSCT00000002919	InterPro:IPR001878,InterPro:IPR025836
PLSCT00000017003	InterPro:IPR000261,InterPro:IPR002048,InterPro:IPR011992
PLSCT00000010186	InterPro:IPR003593,InterPro:IPR010339,InterPro:IPR027238,InterPro:IPR027417
PLSCT00000000956	InterPro:IPR004087,InterPro:IPR004088
PLSCT00000008820	InterPro:IPR003835
PLSCT00000013055	InterPro:IPR013144,InterPro:IPR024964
PLSCT00000007156	InterPro:IPR016040,InterPro:IPR020828,InterPro:IPR020829,InterPro:IPR020830,InterPro:IPR020831
PLSCT00000018631	InterPro:IPR006692
PLSCT00000011828	InterPro:IPR005375,InterPro:IPR029071
PLSCT00000020935	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000015941	InterPro:IPR000305,InterPro:IPR000432,InterPro:IPR027417
PLSCT00000004868	InterPro:IPR006692,InterPro:IPR010714
PLSCT00000003629	InterPro:IPR004574,InterPro:IPR027450
PLSCT00000020774	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR013320
PLSCT00000014943	InterPro:IPR001944,InterPro:IPR013781,InterPro:IPR017853,InterPro:IPR031330
PLSCT00000009464	InterPro:IPR004045,InterPro:IPR010987,InterPro:IPR012336,InterPro:IPR016639
PLSCT00000021090	InterPro:IPR000231,InterPro:IPR004038,InterPro:IPR022991,InterPro:IPR029064
PLSCT00000014113	InterPro:IPR004088,InterPro:IPR024166
PLSCT00000017914	InterPro:IPR001515
PLSCT00000012783	InterPro:IPR018491
PLSCT00000017913	InterPro:IPR002085,InterPro:IPR002328,InterPro:IPR011032,InterPro:IPR013149,InterPro:IPR013154,InterPro:IPR016040
PLSCT00000001540	InterPro:IPR011989,InterPro:IPR016024,InterPro:IPR024095
PLSCT00000007475	InterPro:IPR001818,InterPro:IPR002477,InterPro:IPR006026,InterPro:IPR021190,InterPro:IPR024079,InterPro:IPR033739
PLSCT00000013958	InterPro:IPR019263
PLSCT00000002890	InterPro:IPR000209,InterPro:IPR003137,InterPro:IPR010259,InterPro:IPR015500,InterPro:IPR023828
PLSCT00000000911	InterPro:IPR001948,InterPro:IPR023358
PLSCT00000007822	InterPro:IPR016087,InterPro:IPR016088
PLSCT00000001349	InterPro:IPR001030,InterPro:IPR015931,InterPro:IPR015937,InterPro:IPR018136
PLSCT00000016712	InterPro:IPR004364,InterPro:IPR006195,InterPro:IPR018150
PLSCT00000007757	InterPro:IPR000760,InterPro:IPR020583
PLSCT00000008274	InterPro:IPR002022,InterPro:IPR011050,InterPro:IPR012334,InterPro:IPR018082
PLSCT00000010217	InterPro:IPR005843,InterPro:IPR016055
PLSCT00000007588	InterPro:IPR003959,InterPro:IPR003960,InterPro:IPR027417
PLSCT00000015907	InterPro:IPR000719,InterPro:IPR011009
PLSCT00000020626	InterPro:IPR000953,InterPro:IPR016197
PLSCT00000012553	InterPro:IPR002129,InterPro:IPR010977,InterPro:IPR015421,InterPro:IPR015422,InterPro:IPR015424
PLSCT00000004375	InterPro:IPR015300
PLSCT00000007275	InterPro:IPR002048,InterPro:IPR011992,InterPro:IPR018247
PLSCT00000021355	InterPro:IPR005378
PLSCT00000019474	InterPro:IPR002882
PLSCT00000008356	InterPro:IPR003663,InterPro:IPR005828,InterPro:IPR005829,InterPro:IPR020846
PLSCT00000004500	InterPro:IPR007201,InterPro:IPR012677
PLSCT00000015012	InterPro:IPR004305,InterPro:IPR016084
PLSCT00000021378	InterPro:IPR013537
PLSCT00000021176	InterPro:IPR010675,InterPro:IPR024160
PLSCT00000003932	InterPro:IPR000904,InterPro:IPR011989,InterPro:IPR015403,InterPro:IPR016024,InterPro:IPR023394
PLSCT00000014443	InterPro:IPR003251,InterPro:IPR008434,InterPro:IPR009078
PLSCT00000014386	InterPro:IPR002625,InterPro:IPR002885,InterPro:IPR011990
PLSCT00000017473	InterPro:IPR029327
PLSCT00000001698	InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR011527,InterPro:IPR017871,InterPro:IPR027417
PLSCT00000009368	InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR013525,InterPro:IPR013581,InterPro:IPR027417,InterPro:IPR029481,InterPro:IPR034001,InterPro:IPR034003
PLSCT00000019065	InterPro:IPR007248
PLSCT00000011906	InterPro:IPR006571
PLSCT00000008675	InterPro:IPR023214
PLSCT00000008887	InterPro:IPR007696
PLSCT00000014019	InterPro:IPR001905,InterPro:IPR002229,InterPro:IPR018047,InterPro:IPR024041,InterPro:IPR029020
PLSCT00000009485	InterPro:IPR001683,InterPro:IPR003114,InterPro:IPR013937
PLSCT00000006472	InterPro:IPR000352,InterPro:IPR004373,InterPro:IPR005139,InterPro:IPR014720
PLSCT00000010595	InterPro:IPR000719,InterPro:IPR002048,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR011992,InterPro:IPR017441,InterPro:IPR018247
PLSCT00000010882	InterPro:IPR002680
PLSCT00000004981	InterPro:IPR001164,InterPro:IPR001849,InterPro:IPR002110,InterPro:IPR011993,InterPro:IPR020683
PLSCT00000010600	InterPro:IPR004686
PLSCT00000005135	InterPro:IPR003038
PLSCT00000016403	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR024298
PLSCT00000019509	InterPro:IPR013126,InterPro:IPR018181
PLSCT00000002253	InterPro:IPR001356,InterPro:IPR005539,InterPro:IPR008422,InterPro:IPR009057
PLSCT00000007402	InterPro:IPR003340,InterPro:IPR011124,InterPro:IPR015300
PLSCT00000005433	InterPro:IPR000994,InterPro:IPR013953,InterPro:IPR029148,InterPro:IPR029149,InterPro:IPR033825
PLSCT00000003105	InterPro:IPR000851,InterPro:IPR005324,InterPro:IPR005712,InterPro:IPR013810,InterPro:IPR014720,InterPro:IPR014721,InterPro:IPR018192,InterPro:IPR020568
