PLSCT00000016654	PFAM:PF02666
PLSCT00000016403	PFAM:PF00400,PFAM:PF12931
PLSCT00000019509	PFAM:PF00012
PLSCT00000002253	PFAM:PF03789,PFAM:PF05920
PLSCT00000007402	PFAM:PF02362,PFAM:PF07496
PLSCT00000005433	PFAM:PF00557,PFAM:PF08644,PFAM:PF14826
PLSCT00000003105	PFAM:PF00333,PFAM:PF03719
PLSCT00000013873	PFAM:PF01704
PLSCT00000018015	PFAM:PF07779
PLSCT00000010624	PFAM:PF00400,PFAM:PF01363,PFAM:PF02138,PFAM:PF14844
PLSCT00000009678	PFAM:PF06427
PLSCT00000010298	PFAM:PF00389,PFAM:PF01842,PFAM:PF02826
PLSCT00000003714	PFAM:PF09243
PLSCT00000006305	PFAM:PF00464
PLSCT00000017409	PFAM:PF01294
PLSCT00000006772	PFAM:PF00004,PFAM:PF09336
PLSCT00000019260	PFAM:PF01585
PLSCT00000010462	PFAM:PF00332
PLSCT00000010015	PFAM:PF00067
PLSCT00000016366	PFAM:PF00956
PLSCT00000000790	PFAM:PF01926,PFAM:PF10396,PFAM:PF12631
PLSCT00000016381	PFAM:PF02149
PLSCT00000014535	PFAM:PF01039
PLSCT00000012881	PFAM:PF00056,PFAM:PF02866
PLSCT00000018562	PFAM:PF03969
PLSCT00000021141	PFAM:PF15801
PLSCT00000012851	PFAM:PF01749,PFAM:PF06544,PFAM:PF08572
PLSCT00000019702	PFAM:PF00244
PLSCT00000015482	PFAM:PF00004
PLSCT00000017188	PFAM:PF01230
PLSCT00000021156	PFAM:PF00912
PLSCT00000005475	PFAM:PF08799
PLSCT00000014707	PFAM:PF00814
PLSCT00000013377	PFAM:PF00397,PFAM:PF01846
PLSCT00000014617	PFAM:PF04178
PLSCT00000011775	PFAM:PF00076
PLSCT00000015416	PFAM:PF14681
PLSCT00000005247	PFAM:PF01217
PLSCT00000017271	PFAM:PF13193
PLSCT00000001347	PFAM:PF03514
PLSCT00000012594	PFAM:PF00009,PFAM:PF00679,PFAM:PF03144,PFAM:PF06421
PLSCT00000003122	PFAM:PF02373
PLSCT00000016701	PFAM:PF00076
PLSCT00000010971	PFAM:PF01762
PLSCT00000017964	PFAM:PF00642,PFAM:PF13920
PLSCT00000006079	PFAM:PF00400,PFAM:PF10647
PLSCT00000020979	PFAM:PF01553
PLSCT00000010818	PFAM:PF00225,PFAM:PF11995
PLSCT00000002536	PFAM:PF02535
PLSCT00000006457	PFAM:PF00929
PLSCT00000007255	PFAM:PF09766
PLSCT00000016847	PFAM:PF01116
PLSCT00000004513	PFAM:PF04646
PLSCT00000002888	PFAM:PF13920
PLSCT00000004247	PFAM:PF07714,PFAM:PF13516,PFAM:PF13855
PLSCT00000006484	PFAM:PF04718
PLSCT00000014719	PFAM:PF00415
PLSCT00000021342	PFAM:PF04258
PLSCT00000014088	PFAM:PF00349
PLSCT00000000616	PFAM:PF10253
PLSCT00000021479	PFAM:PF01926,PFAM:PF08153
PLSCT00000020228	PFAM:PF06427
PLSCT00000008388	PFAM:PF01652
PLSCT00000008450	PFAM:PF00560,PFAM:PF08263,PFAM:PF13855
PLSCT00000013567	PFAM:PF00348
PLSCT00000020230	PFAM:PF00249,PFAM:PF14379
PLSCT00000013202	PFAM:PF00383,PFAM:PF01872
PLSCT00000018913	PFAM:PF00134,PFAM:PF16899
PLSCT00000013691	PFAM:PF16879
PLSCT00000016659	PFAM:PF04051
PLSCT00000015151	PFAM:PF16201
PLSCT00000012829	PFAM:PF04129
PLSCT00000015011	PFAM:PF01266
PLSCT00000005867	PFAM:PF00012
PLSCT00000020544	PFAM:PF00076,PFAM:PF00098
PLSCT00000014830	PFAM:PF03016
PLSCT00000015797	PFAM:PF02705
PLSCT00000003000	PFAM:PF04398
PLSCT00000016555	PFAM:PF03016
PLSCT00000019979	PFAM:PF08450
PLSCT00000003416	PFAM:PF01529
PLSCT00000017227	PFAM:PF01846
PLSCT00000006245	PFAM:PF00069
PLSCT00000019171	PFAM:PF12368
PLSCT00000016130	PFAM:PF00737
PLSCT00000016546	PFAM:PF01040
PLSCT00000013581	PFAM:PF01551
PLSCT00000007095	PFAM:PF10163
PLSCT00000006323	PFAM:PF04777
PLSCT00000016334	PFAM:PF00106
PLSCT00000002584	PFAM:PF09734
PLSCT00000000410	PFAM:PF02110
PLSCT00000009907	PFAM:PF05694
PLSCT00000015823	PFAM:PF00011
PLSCT00000009243	PFAM:PF04437
PLSCT00000001844	PFAM:PF00415,PFAM:PF13540
PLSCT00000010006	PFAM:PF04130
PLSCT00000005421	PFAM:PF02041
PLSCT00000006932	PFAM:PF07393
PLSCT00000001763	PFAM:PF01423
PLSCT00000011983	PFAM:PF02362
PLSCT00000012720	PFAM:PF00160
PLSCT00000012177	PFAM:PF08660
PLSCT00000015396	PFAM:PF07928
PLSCT00000016635	PFAM:PF01423
PLSCT00000013968	PFAM:PF00005,PFAM:PF00664
PLSCT00000006188	PFAM:PF03106
PLSCT00000020644	PFAM:PF11744
PLSCT00000002530	PFAM:PF01564
PLSCT00000003188	PFAM:PF00270,PFAM:PF00271,PFAM:PF02889
PLSCT00000006529	PFAM:PF05277
PLSCT00000007660	PFAM:PF00443
PLSCT00000009252	PFAM:PF14661
PLSCT00000006344	PFAM:PF06813
PLSCT00000004401	PFAM:PF00069
PLSCT00000008002	PFAM:PF13450
PLSCT00000018946	PFAM:PF00083
PLSCT00000017684	PFAM:PF00326,PFAM:PF00930
PLSCT00000012235	PFAM:PF02245
PLSCT00000012983	PFAM:PF00091,PFAM:PF03953
PLSCT00000018324	PFAM:PF00069
PLSCT00000009491	PFAM:PF00637,PFAM:PF01394,PFAM:PF09268,PFAM:PF13838
PLSCT00000016695	PFAM:PF02042
PLSCT00000014015	PFAM:PF10604
PLSCT00000005598	PFAM:PF00311
PLSCT00000020854	PFAM:PF01007
PLSCT00000017888	PFAM:PF00689,PFAM:PF00702
PLSCT00000014999	PFAM:PF08241
PLSCT00000013300	PFAM:PF02365
PLSCT00000006329	PFAM:PF02338
PLSCT00000000256	PFAM:PF04106
PLSCT00000021189	PFAM:PF13532
PLSCT00000005643	PFAM:PF00076
PLSCT00000010254	PFAM:PF02190,PFAM:PF13923
PLSCT00000010005	PFAM:PF00009,PFAM:PF03143,PFAM:PF03144
PLSCT00000002328	PFAM:PF00183
PLSCT00000009439	PFAM:PF00025
PLSCT00000017053	PFAM:PF01015
PLSCT00000014965	PFAM:PF07714
PLSCT00000020435	PFAM:PF00005
PLSCT00000014573	PFAM:PF00274
PLSCT00000010908	PFAM:PF00561
PLSCT00000016993	PFAM:PF00575
PLSCT00000018912	PFAM:PF03171,PFAM:PF08079,PFAM:PF14226
PLSCT00000014875	PFAM:PF16969
PLSCT00000007726	PFAM:PF00022
PLSCT00000020718	PFAM:PF07714
PLSCT00000010994	PFAM:PF00013
PLSCT00000018953	PFAM:PF02519
PLSCT00000001246	PFAM:PF01039
PLSCT00000002552	PFAM:PF02485
PLSCT00000002707	PFAM:PF01814,PFAM:PF13417
PLSCT00000011919	PFAM:PF02225
PLSCT00000016506	PFAM:PF03552
PLSCT00000018622	PFAM:PF00403
PLSCT00000019038	PFAM:PF04142
PLSCT00000011939	PFAM:PF05757
PLSCT00000010267	PFAM:PF12146
PLSCT00000015125	PFAM:PF01959
PLSCT00000016316	PFAM:PF13414
PLSCT00000001014	PFAM:PF00149,PFAM:PF16891
PLSCT00000013755	PFAM:PF01554
PLSCT00000004138	PFAM:PF03405
PLSCT00000015691	PFAM:PF07714
PLSCT00000013510	PFAM:PF01753
PLSCT00000008916	PFAM:PF01535,PFAM:PF13041,PFAM:PF13812
PLSCT00000007068	PFAM:PF00106
PLSCT00000017456	PFAM:PF02171
PLSCT00000000425	PFAM:PF00199,PFAM:PF06628
PLSCT00000014338	PFAM:PF08263
PLSCT00000006705	PFAM:PF04034,PFAM:PF04068
PLSCT00000021033	PFAM:PF09066
PLSCT00000015413	PFAM:PF13920
PLSCT00000017092	PFAM:PF00564,PFAM:PF00569,PFAM:PF16158
PLSCT00000009894	PFAM:PF00703,PFAM:PF02836,PFAM:PF02837
PLSCT00000015381	PFAM:PF01593,PFAM:PF04433
PLSCT00000011471	PFAM:PF13460
PLSCT00000020469	PFAM:PF02144
PLSCT00000017885	PFAM:PF03151
PLSCT00000004418	PFAM:PF13180
PLSCT00000017975	PFAM:PF13855
PLSCT00000015719	PFAM:PF14744
PLSCT00000001446	PFAM:PF01476
PLSCT00000003368	PFAM:PF06246
PLSCT00000016229	PFAM:PF01321,PFAM:PF16189
PLSCT00000006559	PFAM:PF00888,PFAM:PF10557
PLSCT00000004864	PFAM:PF00804,PFAM:PF05739
PLSCT00000001566	PFAM:PF11938
PLSCT00000001005	PFAM:PF12796,PFAM:PF13637
PLSCT00000009327	PFAM:PF12600
PLSCT00000009982	PFAM:PF03385
PLSCT00000013220	PFAM:PF01416
PLSCT00000016066	PFAM:PF01095
PLSCT00000006080	PFAM:PF00400,PFAM:PF10647
PLSCT00000015962	PFAM:PF06858
PLSCT00000013838	PFAM:PF07714,PFAM:PF12819
PLSCT00000009631	PFAM:PF00285
PLSCT00000006663	PFAM:PF01416
PLSCT00000018540	PFAM:PF05148
PLSCT00000020869	PFAM:PF00182,PFAM:PF00187
PLSCT00000000999	PFAM:PF00285
PLSCT00000016411	PFAM:PF00561
PLSCT00000008440	PFAM:PF08569
PLSCT00000006064	PFAM:PF00724
PLSCT00000002260	PFAM:PF12146
PLSCT00000017752	PFAM:PF12263
PLSCT00000012797	PFAM:PF13041
PLSCT00000008201	PFAM:PF13041,PFAM:PF13812
PLSCT00000000800	PFAM:PF16908
PLSCT00000019828	PFAM:PF04950,PFAM:PF08142
PLSCT00000004886	PFAM:PF00847
PLSCT00000010800	PFAM:PF04818
PLSCT00000005941	PFAM:PF00294
PLSCT00000013134	PFAM:PF02797
PLSCT00000004089	PFAM:PF10496
PLSCT00000007916	PFAM:PF01554
PLSCT00000000879	PFAM:PF10250
PLSCT00000001274	PFAM:PF02485
PLSCT00000020675	PFAM:PF09174
PLSCT00000000355	PFAM:PF00957,PFAM:PF13774
PLSCT00000016950	PFAM:PF03141
PLSCT00000007450	PFAM:PF00083
PLSCT00000009278	PFAM:PF00390,PFAM:PF03949
PLSCT00000002149	PFAM:PF16528
PLSCT00000003515	PFAM:PF01490
PLSCT00000003890	PFAM:PF00280
PLSCT00000012775	PFAM:PF00249
PLSCT00000008864	PFAM:PF07250,PFAM:PF09118
PLSCT00000020750	PFAM:PF01105
PLSCT00000003019	PFAM:PF00849
PLSCT00000009404	PFAM:PF00355,PFAM:PF08417
PLSCT00000013281	PFAM:PF01758
PLSCT00000011728	PFAM:PF00493,PFAM:PF17207
PLSCT00000015674	PFAM:PF06026
PLSCT00000015065	PFAM:PF12624,PFAM:PF16908
PLSCT00000012470	PFAM:PF06522
PLSCT00000003300	PFAM:PF07065
PLSCT00000004059	PFAM:PF00067
PLSCT00000003041	PFAM:PF01734
PLSCT00000004320	PFAM:PF11705
PLSCT00000003116	PFAM:PF00155
PLSCT00000005432	PFAM:PF00043,PFAM:PF02798
PLSCT00000017622	PFAM:PF01963
PLSCT00000006293	PFAM:PF00069,PFAM:PF00139
PLSCT00000003538	PFAM:PF00153
PLSCT00000019882	PFAM:PF00628
PLSCT00000009359	PFAM:PF00637,PFAM:PF00780,PFAM:PF10366,PFAM:PF10367
PLSCT00000020189	PFAM:PF00013,PFAM:PF10469
PLSCT00000010608	PFAM:PF00344,PFAM:PF10559
PLSCT00000013923	PFAM:PF01928
PLSCT00000011080	PFAM:PF11976
PLSCT00000015258	PFAM:PF03776
PLSCT00000017363	PFAM:PF12755
PLSCT00000005959	PFAM:PF00505
PLSCT00000019122	PFAM:PF00400
PLSCT00000014473	PFAM:PF00632
PLSCT00000018219	PFAM:PF02519
PLSCT00000010896	PFAM:PF10198
PLSCT00000019348	PFAM:PF03016
PLSCT00000017932	PFAM:PF03029
PLSCT00000018294	PFAM:PF00583
PLSCT00000013272	PFAM:PF10238
PLSCT00000015224	PFAM:PF02705
PLSCT00000012189	PFAM:PF03403
PLSCT00000001077	PFAM:PF15511
PLSCT00000003135	PFAM:PF00033
PLSCT00000007943	PFAM:PF09423
PLSCT00000002893	PFAM:PF00266
PLSCT00000019322	PFAM:PF01602,PFAM:PF02883,PFAM:PF04419,PFAM:PF12907
PLSCT00000020924	PFAM:PF01221
PLSCT00000005259	PFAM:PF00132,PFAM:PF00483
PLSCT00000013254	PFAM:PF01138,PFAM:PF03725
PLSCT00000002104	PFAM:PF00120
PLSCT00000012290	PFAM:PF00170
PLSCT00000011788	PFAM:PF00557,PFAM:PF16189
PLSCT00000001414	PFAM:PF01554
PLSCT00000020704	PFAM:PF00035
PLSCT00000021426	PFAM:PF03168
PLSCT00000020385	PFAM:PF12174
PLSCT00000001001	PFAM:PF00069
PLSCT00000016243	PFAM:PF00656
PLSCT00000015501	PFAM:PF00010
PLSCT00000011262	PFAM:PF00213
PLSCT00000006436	PFAM:PF04147
PLSCT00000021612	PFAM:PF01103
PLSCT00000017357	PFAM:PF08610
PLSCT00000002954	PFAM:PF00462
PLSCT00000001123	PFAM:PF02463,PFAM:PF06470
PLSCT00000010259	PFAM:PF01202
PLSCT00000017955	PFAM:PF08541
PLSCT00000010493	PFAM:PF13088
PLSCT00000015358	PFAM:PF00929
PLSCT00000015279	PFAM:PF12796,PFAM:PF13606
PLSCT00000013796	PFAM:PF01145
PLSCT00000003134	PFAM:PF06026
PLSCT00000008324	PFAM:PF03514
PLSCT00000009727	PFAM:PF00432
PLSCT00000018844	PFAM:PF00847
PLSCT00000003096	PFAM:PF10217
PLSCT00000000564	PFAM:PF16135
PLSCT00000001913	PFAM:PF03248
PLSCT00000004903	PFAM:PF03009
PLSCT00000014530	PFAM:PF01301
PLSCT00000014970	PFAM:PF00063,PFAM:PF00612
PLSCT00000003503	PFAM:PF11717
PLSCT00000007410	PFAM:PF01080
PLSCT00000012344	PFAM:PF00076
PLSCT00000014029	PFAM:PF00069
PLSCT00000020688	PFAM:PF02518
PLSCT00000007975	PFAM:PF00656
PLSCT00000021069	PFAM:PF01246
PLSCT00000008403	PFAM:PF07713
PLSCT00000004035	PFAM:PF00180
PLSCT00000018892	PFAM:PF00571
PLSCT00000009479	PFAM:PF01172,PFAM:PF09377
PLSCT00000016444	PFAM:PF01095
PLSCT00000009906	PFAM:PF01652
PLSCT00000005305	PFAM:PF05292
PLSCT00000007756	PFAM:PF01092
PLSCT00000008843	PFAM:PF13589
PLSCT00000005745	PFAM:PF05042
PLSCT00000008600	PFAM:PF00582
PLSCT00000021488	PFAM:PF01536
PLSCT00000016643	PFAM:PF00360,PFAM:PF00989,PFAM:PF01590,PFAM:PF08446
PLSCT00000000393	PFAM:PF13561
PLSCT00000010718	PFAM:PF04577
PLSCT00000013633	PFAM:PF00097
PLSCT00000013762	PFAM:PF01535,PFAM:PF13041,PFAM:PF14432
PLSCT00000020906	PFAM:PF00289
PLSCT00000020565	PFAM:PF11705
PLSCT00000001439	PFAM:PF01370
PLSCT00000015594	PFAM:PF01189
PLSCT00000019685	PFAM:PF01137,PFAM:PF05189
PLSCT00000009987	PFAM:PF00656,PFAM:PF06943
PLSCT00000011203	PFAM:PF13177
PLSCT00000002687	PFAM:PF02686
PLSCT00000007409	PFAM:PF00248
PLSCT00000008589	PFAM:PF13602
PLSCT00000016026	PFAM:PF00759
PLSCT00000001423	PFAM:PF01207
PLSCT00000014201	PFAM:PF12678
PLSCT00000015517	PFAM:PF00694
PLSCT00000017298	PFAM:PF01975
PLSCT00000002314	PFAM:PF00069,PFAM:PF00931
PLSCT00000015068	PFAM:PF06101
PLSCT00000005509	PFAM:PF05834
PLSCT00000019339	PFAM:PF01909,PFAM:PF03828
PLSCT00000004179	PFAM:PF00009,PFAM:PF03143,PFAM:PF03144
PLSCT00000005477	PFAM:PF00155
PLSCT00000013343	PFAM:PF00254
PLSCT00000020086	PFAM:PF00941,PFAM:PF03450
PLSCT00000007367	PFAM:PF12796,PFAM:PF14144
PLSCT00000006389	PFAM:PF05116,PFAM:PF08472
PLSCT00000009910	PFAM:PF08547,PFAM:PF13460
PLSCT00000013524	PFAM:PF15963
PLSCT00000008398	PFAM:PF06200,PFAM:PF09425
PLSCT00000002393	PFAM:PF00810
PLSCT00000016903	PFAM:PF11805
PLSCT00000011719	PFAM:PF00225,PFAM:PF00373,PFAM:PF00784,PFAM:PF09379
PLSCT00000004013	PFAM:PF02365
PLSCT00000011951	PFAM:PF05739,PFAM:PF11416
PLSCT00000019253	PFAM:PF01343
PLSCT00000009756	PFAM:PF00248
PLSCT00000017352	PFAM:PF00397
PLSCT00000004539	PFAM:PF00847
PLSCT00000016745	PFAM:PF01095,PFAM:PF04043
PLSCT00000011874	PFAM:PF00881
PLSCT00000002110	PFAM:PF00827
PLSCT00000011352	PFAM:PF03079
PLSCT00000002621	PFAM:PF01399,PFAM:PF08375
PLSCT00000016235	PFAM:PF05282
PLSCT00000000628	PFAM:PF00076,PFAM:PF15519
PLSCT00000013570	PFAM:PF10075
PLSCT00000014319	PFAM:PF00056,PFAM:PF02866
PLSCT00000006445	PFAM:PF01699
PLSCT00000016202	PFAM:PF00324,PFAM:PF03522
PLSCT00000012315	PFAM:PF06964
PLSCT00000020496	PFAM:PF00326,PFAM:PF02897
PLSCT00000001585	PFAM:PF00101
PLSCT00000005165	PFAM:PF00468
PLSCT00000006628	PFAM:PF00892
PLSCT00000011174	PFAM:PF03194
PLSCT00000000579	PFAM:PF02485
PLSCT00000012385	PFAM:PF00571,PFAM:PF00654
PLSCT00000020515	PFAM:PF01900
PLSCT00000002539	PFAM:PF00271
PLSCT00000013231	PFAM:PF00749
PLSCT00000004237	PFAM:PF12146
PLSCT00000018494	PFAM:PF00481
PLSCT00000008585	PFAM:PF07168
PLSCT00000013939	PFAM:PF08417
PLSCT00000013765	PFAM:PF00249
PLSCT00000017319	PFAM:PF01210,PFAM:PF07479
PLSCT00000003993	PFAM:PF01909
PLSCT00000011192	PFAM:PF00676
PLSCT00000001789	PFAM:PF05684
PLSCT00000002470	PFAM:PF08543
PLSCT00000011291	PFAM:PF00439
PLSCT00000013418	PFAM:PF03999
PLSCT00000002136	PFAM:PF12146
PLSCT00000000805	PFAM:PF07719,PFAM:PF13432
PLSCT00000016249	PFAM:PF00310
PLSCT00000020151	PFAM:PF00400,PFAM:PF01011
PLSCT00000019605	PFAM:PF05514
PLSCT00000003790	PFAM:PF01245
PLSCT00000019190	PFAM:PF00083
PLSCT00000019064	PFAM:PF00133,PFAM:PF08264
PLSCT00000015280	PFAM:PF03109
PLSCT00000012283	PFAM:PF13561
PLSCT00000010893	PFAM:PF02427
PLSCT00000006700	PFAM:PF00108,PFAM:PF02803
PLSCT00000013905	PFAM:PF13347
PLSCT00000014661	PFAM:PF02518
PLSCT00000008944	PFAM:PF06026
PLSCT00000002940	PFAM:PF00646
PLSCT00000018404	PFAM:PF00855,PFAM:PF00856,PFAM:PF05964,PFAM:PF05965,PFAM:PF13831,PFAM:PF13832
PLSCT00000006879	PFAM:PF08240
PLSCT00000003001	PFAM:PF14215
PLSCT00000011243	PFAM:PF03847
PLSCT00000002485	PFAM:PF00749
PLSCT00000019706	PFAM:PF00999
PLSCT00000016623	PFAM:PF05770
PLSCT00000005572	PFAM:PF08718
PLSCT00000003357	PFAM:PF03644
PLSCT00000001576	PFAM:PF00276,PFAM:PF03939
PLSCT00000006299	PFAM:PF00069
PLSCT00000009542	PFAM:PF00005
PLSCT00000019707	PFAM:PF00010,PFAM:PF14215
PLSCT00000003209	PFAM:PF14953
PLSCT00000012052	PFAM:PF00887
PLSCT00000016697	PFAM:PF00789
PLSCT00000005428	PFAM:PF01196
PLSCT00000019183	PFAM:PF01132,PFAM:PF08207
PLSCT00000014848	PFAM:PF14309
PLSCT00000010322	PFAM:PF04819
PLSCT00000007789	PFAM:PF07724
PLSCT00000016589	PFAM:PF00201
PLSCT00000015653	PFAM:PF02485
PLSCT00000015921	PFAM:PF00759
PLSCT00000019384	PFAM:PF00004
PLSCT00000006959	PFAM:PF00270,PFAM:PF00271,PFAM:PF02889
PLSCT00000002732	PFAM:PF06886
PLSCT00000011908	PFAM:PF03896
PLSCT00000009971	PFAM:PF01990
PLSCT00000001921	PFAM:PF03959
PLSCT00000009665	PFAM:PF07156,PFAM:PF13450
PLSCT00000020042	PFAM:PF17123
PLSCT00000015840	PFAM:PF04607,PFAM:PF13328
PLSCT00000018817	PFAM:PF09737
PLSCT00000000838	PFAM:PF08045
PLSCT00000015029	PFAM:PF01894
PLSCT00000006606	PFAM:PF15011
PLSCT00000006057	PFAM:PF01764
PLSCT00000021139	PFAM:PF00069,PFAM:PF00560,PFAM:PF08263
PLSCT00000009481	PFAM:PF02514
PLSCT00000017923	PFAM:PF10502
PLSCT00000011767	PFAM:PF02582
PLSCT00000008647	PFAM:PF12895,PFAM:PF13432
PLSCT00000015184	PFAM:PF01565,PFAM:PF02913
PLSCT00000018700	PFAM:PF03630
PLSCT00000018991	PFAM:PF00759
PLSCT00000010729	PFAM:PF01764
PLSCT00000008568	PFAM:PF01055
PLSCT00000014619	PFAM:PF00544
PLSCT00000021425	PFAM:PF00504
PLSCT00000021084	PFAM:PF00108
PLSCT00000018808	PFAM:PF04818
PLSCT00000019617	PFAM:PF00637,PFAM:PF13838
PLSCT00000007679	PFAM:PF00450
PLSCT00000021115	PFAM:PF01370
PLSCT00000012225	PFAM:PF01398
PLSCT00000005580	PFAM:PF00011
PLSCT00000019714	PFAM:PF07714
PLSCT00000018704	PFAM:PF00827
PLSCT00000017636	PFAM:PF08245
PLSCT00000020002	PFAM:PF16415,PFAM:PF16417
PLSCT00000008236	PFAM:PF02714,PFAM:PF14703
PLSCT00000005999	PFAM:PF00056,PFAM:PF02866
PLSCT00000016967	PFAM:PF00561
PLSCT00000015904	PFAM:PF00171
PLSCT00000020064	PFAM:PF13307
PLSCT00000000632	PFAM:PF00076,PFAM:PF15519
PLSCT00000018289	PFAM:PF04227
PLSCT00000014451	PFAM:PF01196
PLSCT00000002120	PFAM:PF01764
PLSCT00000017074	PFAM:PF12854,PFAM:PF13041
PLSCT00000009825	PFAM:PF06963
PLSCT00000015260	PFAM:PF00112,PFAM:PF00396,PFAM:PF08246
PLSCT00000011220	PFAM:PF00191
PLSCT00000013494	PFAM:PF02893
PLSCT00000010602	PFAM:PF04055
PLSCT00000001432	PFAM:PF10235
PLSCT00000007984	PFAM:PF00781
PLSCT00000001458	PFAM:PF00343
PLSCT00000011528	PFAM:PF00928
PLSCT00000011069	PFAM:PF00464
PLSCT00000020419	PFAM:PF00759
PLSCT00000009060	PFAM:PF02362
PLSCT00000008890	PFAM:PF06454
PLSCT00000019250	PFAM:PF01926
PLSCT00000003559	PFAM:PF03986,PFAM:PF03987,PFAM:PF10381
PLSCT00000018482	PFAM:PF02391
PLSCT00000005539	PFAM:PF00134,PFAM:PF02984
PLSCT00000010023	PFAM:PF12796
PLSCT00000000780	PFAM:PF01398,PFAM:PF13012
PLSCT00000001240	PFAM:PF02127
PLSCT00000015819	PFAM:PF01588
PLSCT00000015006	PFAM:PF00162
PLSCT00000007850	PFAM:PF01145
PLSCT00000003590	PFAM:PF00153
PLSCT00000015293	PFAM:PF11707
PLSCT00000019290	PFAM:PF01198
PLSCT00000014115	PFAM:PF00351
PLSCT00000002083	PFAM:PF00428,PFAM:PF00466
PLSCT00000020418	PFAM:PF14541,PFAM:PF14543
PLSCT00000013587	PFAM:PF01667
PLSCT00000003288	PFAM:PF00847
PLSCT00000016676	PFAM:PF05659
PLSCT00000020541	PFAM:PF16746
PLSCT00000003973	PFAM:PF08507
PLSCT00000016600	PFAM:PF01182
PLSCT00000006044	PFAM:PF01398
PLSCT00000002171	PFAM:PF15628
PLSCT00000019342	PFAM:PF01154,PFAM:PF08540
PLSCT00000006674	PFAM:PF00675,PFAM:PF05193,PFAM:PF16187
PLSCT00000008187	PFAM:PF00168,PFAM:PF02893,PFAM:PF16016
PLSCT00000019013	PFAM:PF00076,PFAM:PF12220
PLSCT00000019642	PFAM:PF00271,PFAM:PF08152
PLSCT00000012338	PFAM:PF05701
PLSCT00000004020	PFAM:PF02190
PLSCT00000001867	PFAM:PF02574
PLSCT00000015143	PFAM:PF01422
PLSCT00000015155	PFAM:PF00657
PLSCT00000005242	PFAM:PF00169,PFAM:PF01412,PFAM:PF16746
PLSCT00000007827	PFAM:PF01063
PLSCT00000011932	PFAM:PF00544
PLSCT00000007815	PFAM:PF10294
PLSCT00000001535	PFAM:PF10693
PLSCT00000002290	PFAM:PF01357,PFAM:PF03330
PLSCT00000009279	PFAM:PF03949
PLSCT00000005816	PFAM:PF05346
PLSCT00000016101	PFAM:PF09468
PLSCT00000013577	PFAM:PF00390
PLSCT00000002533	PFAM:PF02458
PLSCT00000001673	PFAM:PF00195,PFAM:PF02797
PLSCT00000003648	PFAM:PF01496
PLSCT00000001678	PFAM:PF17135
PLSCT00000008874	PFAM:PF01571
PLSCT00000006386	PFAM:PF00176,PFAM:PF00271,PFAM:PF14619
PLSCT00000007497	PFAM:PF13415
PLSCT00000020804	PFAM:PF01095
PLSCT00000009003	PFAM:PF06364
PLSCT00000018246	PFAM:PF01553
PLSCT00000017452	PFAM:PF13622
PLSCT00000007338	PFAM:PF03878
PLSCT00000018803	PFAM:PF12874
PLSCT00000000380	PFAM:PF01428
PLSCT00000013486	PFAM:PF00069
PLSCT00000013322	PFAM:PF03134
PLSCT00000003792	PFAM:PF00072
PLSCT00000010596	PFAM:PF02362
PLSCT00000002130	PFAM:PF00069,PFAM:PF00560,PFAM:PF08263,PFAM:PF12799,PFAM:PF13855
PLSCT00000021435	PFAM:PF00043,PFAM:PF13417
PLSCT00000004640	PFAM:PF00400
PLSCT00000016622	PFAM:PF05770
PLSCT00000012613	PFAM:PF03195
PLSCT00000004882	PFAM:PF00083
PLSCT00000017904	PFAM:PF09353
PLSCT00000002182	PFAM:PF02460
PLSCT00000007911	PFAM:PF00168,PFAM:PF00514
PLSCT00000004931	PFAM:PF08797
PLSCT00000016390	PFAM:PF00464
PLSCT00000013154	PFAM:PF01546,PFAM:PF07687
PLSCT00000003719	PFAM:PF00069,PFAM:PF08263,PFAM:PF13855
PLSCT00000006869	PFAM:PF00257
PLSCT00000013613	PFAM:PF00860
PLSCT00000001190	PFAM:PF03106
PLSCT00000007593	PFAM:PF02825
PLSCT00000010637	PFAM:PF14204,PFAM:PF17144
PLSCT00000017583	PFAM:PF03092
PLSCT00000002572	PFAM:PF10250
PLSCT00000004578	PFAM:PF00076,PFAM:PF14327,PFAM:PF15861
PLSCT00000013340	PFAM:PF01775
PLSCT00000004530	PFAM:PF00069
PLSCT00000011333	PFAM:PF00067
PLSCT00000010222	PFAM:PF00249,PFAM:PF00569
PLSCT00000000658	PFAM:PF00141
PLSCT00000012672	PFAM:PF02577
PLSCT00000009695	PFAM:PF00999
PLSCT00000011521	PFAM:PF00763,PFAM:PF02882
PLSCT00000000733	PFAM:PF04116
PLSCT00000005921	PFAM:PF01490
PLSCT00000008735	PFAM:PF00248
PLSCT00000002400	PFAM:PF11916,PFAM:PF12755
PLSCT00000001842	PFAM:PF00415,PFAM:PF13540
PLSCT00000007986	PFAM:PF00781
PLSCT00000003616	PFAM:PF07714
PLSCT00000003386	PFAM:PF02121,PFAM:PF04784
PLSCT00000010977	PFAM:PF01704
PLSCT00000008896	PFAM:PF01464
PLSCT00000014961	PFAM:PF00890,PFAM:PF02910
PLSCT00000013557	PFAM:PF02002
PLSCT00000019071	PFAM:PF00025
PLSCT00000019382	PFAM:PF00622
PLSCT00000006822	PFAM:PF08491,PFAM:PF13450
PLSCT00000011880	PFAM:PF00637
PLSCT00000008848	PFAM:PF00154
